QNAME,CHEMSC,ERROR,CLASS,LENGTH,DB,NAME,SPECIE,MASS,PREC:mE504_NEG_01.raw,PREC:mE504_NEG_02.raw,PREC:mE504_NEG_03.raw,PREC:mE504_NEG_04.raw,PREC:mE504_NEG_05.raw,SUMFA:mE504_NEG_01.raw,SUMFA:mE504_NEG_02.raw,SUMFA:mE504_NEG_03.raw,SUMFA:mE504_NEG_04.raw,SUMFA:mE504_NEG_05.raw,FA1,MASSFA1,FA1INTENS:mE504_NEG_01.raw,FA1INTENS:mE504_NEG_02.raw,FA1INTENS:mE504_NEG_03.raw,FA1INTENS:mE504_NEG_04.raw,FA1INTENS:mE504_NEG_05.raw,MASSFRAG1,FRAG1:mE504_NEG_01.raw,FRAG1:mE504_NEG_02.raw,FRAG1:mE504_NEG_03.raw,FRAG1:mE504_NEG_04.raw,FRAG1:mE504_NEG_05.raw,MASSFRAG2,FRAG2:mE504_NEG_01.raw,FRAG2:mE504_NEG_02.raw,FRAG2:mE504_NEG_03.raw,FRAG2:mE504_NEG_04.raw,FRAG2:mE504_NEG_05.raw,MASSNLS,NLS:mE504_NEG_01.raw,NLS:mE504_NEG_02.raw,NLS:mE504_NEG_03.raw,NLS:mE504_NEG_04.raw,NLS:mE504_NEG_05.raw,NEG
LPINegMS2,H48 C31 O12 P1 ,-1.7,LPI,22,6,LPI 22:6,LPI 22:6,643.2878,11359.4,2901.1,0,734.5,0,3386.7,3881,11020.6,9084.9,0,22:06,327.2325,3386.7,3881,11020.6,9084.9,0,152.9949,86395.2,88658.3,206460.7,177559.3,17230.4,241.0117,38454.5,33725.2,29746.2,24419.8,32370.4,None, None, None, None, None, None,
LPINegMS2,H50 C31 O12 P1 ,3.6,LPI,22,5,LPI 22:5,LPI 22:5,645.3069,-1.5,0,728.1,0,0,0,0,0,4609.3,0,22:05,329.2484,0,0,0,4609.3,0,152.9949,66205,59485.1,37990,28048.4,47836,241.0115,12424.9,11567.4,13499.3,10644.8,14304.8,None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,LPSONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPSONegMS2,H43 C24 N1 O8 P1 ,0.2,LPSO-,18,2,LPSO- 18:3,LPSO- 18:3,504.2733,16125.8,20258,1454.9,1186.2,348.1,16125.8,20258,1454.9,1186.2,348.1,None, None, None, None, None, None, None,152.9948,-1.3,-1.3,-1.3,-1.3,-1.3,None, None, None, None, None, None,87.0303,3055.5,2968.9,0,0,0,
LPSONegMS2,H45 C24 N1 O8 P1 ,2.9,LPSO-,18,1,LPSO- 18:2,LPSO- 18:2,506.2903,101141.4,139473.5,0,0,412.4,101141.4,139473.5,0,0,412.4,None, None, None, None, None, None, None,152.9949,1448.5,2127.4,-1.3,-1.3,-1.3,None, None, None, None, None, None,87.0336,4367.5,2520.1,0,0,0,
LPSONegMS2,H41 C26 N1 O8 P1 ,2.9,LPSO-,20,5,LPSO- 20:6,LPSO- 20:6,526.2591,863.5,4321.5,0,649.1,568.2,863.5,4321.5,0,649.1,568.2,None, None, None, None, None, None, None,152.9949,39667.9,17952,4252.7,1904.7,2326.7,None, None, None, None, None, None,87.0351,708.2,-1.4,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,LPSNegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPSNegMS2,H43 C24 N1 O9 P1 ,-0.5,LPS,18,2,LPS 18:2,LPS 18:2,520.2678,18933.9,31295,-1.3,-1.3,-1.3,-1.3,-1.3,1299.6,180.6,0,18:02,279.2327,-1.3,-1.3,1299.6,180.6,0,,80755.4,61156.5,5182.3,653.4,6369.5,None, None, None, None, None, None,87.0318,27686.4,17531.8,0,0,0,
LPSNegMS2,H45 C24 N1 O9 P1 ,0.6,LPS,18,1,LPS 18:1,LPS 18:1,522.2841,55152.1,71492.2,0,559.9,0,9015.1,8362.2,2094.2,1771.8,0,18:01,281.2487,9015.1,8362.2,2094.2,1771.8,0,,188682.3,84028.9,-1.4,-1.4,-1.4,None, None, None, None, None, None,87.0313,57543,40775.8,0,0,0,
LPSNegMS2,H47 C24 N1 O9 P1 ,1.1,LPS,18,0,LPS 18:0,LPS 18:0,524.3,50029.6,81698.4,0,0,0,0,0,0,0,2439.3,18:00,283.2639,0,0,0,0,2439.3,,216021.9,153579,22652,16997.5,4102.8,None, None, None, None, None, None,87.0287,57488.7,41870.6,0,0,0,
LPSNegMS2,H43 C26 N1 O9 P1 ,0.9,LPS,20,4,LPS 20:4,LPS 20:4,544.2686,213918.1,354260.8,14038.6,18685.3,0,5226.9,5089,-1.4,-1.4,0,20:04,303.2332,5226.9,5089,-1.4,-1.4,0,,696230.5,539616,47493.5,42197.3,23369.3,None, None, None, None, None, None,87.0317,170599.8,125970.4,4258.7,4624.3,0,
