mol%,HCC202 cells,HCC202 cells,SUM149 cells,SUM149 cells,CAL51 cells,CAL51 cells,HCC38 cells,HCC38 cells,MDA MB 157  cells,MDA MB 157  cells,HCC202 CM,HCC202 CM,SUM149 CM,SUM149 CM,CAL51 CM,CAL51 CM,HCC38 CM,HCC38 CM,MDA MB 157  CM,MDA MB 157  CM
PC O-38:3,0,0,0.020513737,0.020420319,0.158592801,0.150205835,0,0,0.010494432,0.009843415,0,0,0,0,0.08952134,0.093687025,0,0,0,0
PC O-38:2,0,0.00886096,0.008851083,0.007899748,0.081434197,0.078085326,0.015585183,0.016765133,0.006965968,0.006381511,0.002975223,0.002693595,0,0,0.043486494,0.049860528,0.003098051,0,0.006321534,0.00661611
PC O-38:1,0,0,0,0,0,0.044442271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC O-38:0,0,0,0,0,0,0,0.009062364,0.009811254,0,0,0,0,0,0,0,0,0.004256942,0.00206904,0,0
PC O-40:7,0.006384052,0.001930473,0.018267997,0.014688203,0.061128908,0.057993677,0.102588292,0.097906635,0.015187505,0.015861174,0.00398907,0.006221676,0.013151239,0.014025638,0.064196073,0.04503332,0.079440732,0.076880065,0,0
PC O-40:6,0,0,0.02452434,0.024812889,0.067211146,0.064989906,0.15888461,0.156292688,0.011229357,0.011592628,0.002826214,0.004161,0.018780119,0.013518115,0.04367307,0.03988479,0.100062339,0.09463188,0.012068159,0.011446157
PC O-40:5,0,0,0.020285191,0.018911098,0.069711299,0.06591554,0.134961993,0.135937844,0.006830965,0.006448313,0,0,0.002747714,0,0.053353061,0.047412016,0.074334137,0.071495902,0.00580114,0.006113192
PC O-40:4,0,0,0,0,0.063701006,0.060079671,0,0,0.001899703,0.001090725,0,0,0,0,0,0,0,0,0.002468986,0.002898452
PC O-40:3,0.005437379,0.003705439,0,0,0.03821181,0.035950694,0.009519748,0,0,0,0.009456449,0.01081776,0,0,0.005795367,0.009528576,0,0,0.00139999,0.001202537
PC O-40:2,0.020276761,0.038182794,0,0,0.02138004,0.019607278,0.010368363,0.011808221,0,0,0.019328751,0.024566887,0,0,0.022752093,0.004114147,0,0,0,0
PC O-40:1,0,0,0.00114273,0.001217583,0.016131619,0.017197673,0.011078304,0.011106742,0,0,0,0,0,0,0,0,0.001119783,0,0.001026649,0.001206566
PC O-42:6,0,0,0.005399546,0.002535954,0.00429192,0.00395726,0.019043598,0.01944503,0,0,0,0,0.00596223,0.003072292,0.016228078,0.018460679,0.017294427,0.019918219,0,0
PC O-42:5,0.015001612,0.018541427,0.011465579,0.007284184,0.014934798,0.015749268,0.025786559,0.025270759,0.001645098,0.00112903,0.012455886,0.013551593,0,0.001214861,0.033993329,0.06225805,0.030572238,0.041863075,0.0011285,0.002544369
PC O-42:4,0,0,0,0,0.006279173,0.007206818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC O-42:3,0,0,0,0,0.005306816,0.003313545,0.004889802,0.00445032,0,0,0,0,0,0,0,0,0,0,0,0
PC O-42:2,0.020719848,0.054303461,0,0,0.008745934,0.008216338,0.004976523,0.004759823,0,0,0.008431722,0.008978897,0.001202265,0.00139626,0,0.001395796,0.003344684,0.003280363,0,0
PC O-44:7,0,0.001137961,0,0,0,0,0.002053029,0.001733238,0,0,0,0,0,0,0,0,0,0,0,0
PC O-44:6,0,0,0,0,0,0,0.001545545,0,0,0,0,0,0,0,0,0,0,0,0,0
PC O-44:5,0.003120786,0.005651805,0.011595452,0.006006366,0.003902213,0.007739322,0.01401549,0.014167482,0,0,0.006571434,0.004509339,0.02219945,0.017791574,0.057000466,0.034739258,0.034653982,0.05224704,0.004236268,0.001096345
PC O-44:4,0.025650715,0.025681274,0.057206398,0.059483732,0,0.070846625,0.059174181,0.066767488,0.090073152,0.093575839,0.016439802,0.021041413,0,0,0,0.006802258,0.02598414,0,0.017297061,0.019217381
PC O-44:1,0,0.003994561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 28:0,0.038661224,0.055639609,0.105455479,0.110788337,0.096052792,0.091683052,0.042369689,0.04039722,0.100681535,0.096221911,0.014687936,0.017484482,0.064402847,0.063476753,0.07709047,0.079427955,0.013981519,0.015211513,0.041768046,0.041542922
PC 30:1,0.102896538,0.132072817,0.359690086,0.376918081,0.37881394,0.362517631,0.099038244,0.095838973,0.597274906,0.578279206,0.043396379,0.052551684,0.094202654,0.098023015,0.146254935,0.159021883,0.040787006,0.041528215,0.375673655,0.370108517
PC 30:0,0.2092989,0.282845912,0.568752963,0.602663262,0.866552592,0.824556205,0.564065984,0.542273375,0.583352091,0.554344388,0.100942462,0.121162053,0.407338722,0.417852122,0.468309865,0.499331402,0.326649128,0.327974803,0.262911531,0.261906011
PC 32:2,0.15530706,0.181448544,0.637648557,0.663739892,0.795910506,0.769962663,0.172643837,0.166433604,1.014443807,0.997663321,0.069738318,0.082263964,0.154661316,0.159587445,0.314862905,0.348786065,0.097084451,0.097856372,0.576831837,0.571908795
PC 32:1,1.745150381,1.935097642,2.877044195,3.011198212,3.919093893,3.747908704,1.63216651,1.590153328,5.37626318,5.233936703,0.985739541,1.174318667,1.421526784,1.452518001,2.129291857,2.251767784,1.202712937,1.187630864,4.439005455,4.429126505
PC 32:0,0.248191732,0.34453947,0.569297702,0.596888879,1.335671935,1.264651913,1.47449527,1.424379684,0.470108672,0,0.168368117,0.205128359,0.545086321,0.559925798,0.697350227,0.770839273,1.26478213,1.249067471,0,0
PC 34:4,0.147723034,0.165853217,0.236143031,0.240612195,0.240377218,0.27308033,0.136083242,0.140907813,0.302251405,0.467169593,0.100610091,0.10131934,0.116581246,0.119531339,0.221580382,0.182312125,0.103891301,0.123207528,0.289552998,0.278809987
PC 34:3,0.103364968,0.109704052,0.265871762,0.274476735,0.329089888,0.326386442,0.201487953,0.20427803,0.294653391,0.27864499,0.0499107,0.059856281,0.098903092,0.099727063,0.123280532,0.132913322,0.159863108,0.171765274,0.155965454,0.154531023
PC 34:2,1.120640209,1.126813259,2.843822076,2.91549917,2.668615144,2.547214831,1.302817183,1.270039267,2.305769399,2.251042629,0.601683085,0.712967162,1.089540078,1.119961458,1.066982591,1.129169847,0.897809458,0.887062063,1.503560341,1.497230861
PC 34:1,5.114156652,5.183441644,7.881046932,8.112224585,5.715597858,5.451388143,4.205354537,4.095268956,6.384762758,6.187611821,3.266810306,3.894271101,6.39305783,6.541274025,3.202022089,3.443201763,3.261496329,3.202482324,5.551304699,5.543324128
PC 36:5,0.199002617,0.171516343,0.273214951,0.277081521,0.196639388,0.214025969,0.179393511,0.186293641,0.196518738,0.270886487,0.122865729,0.137294976,0.146237662,0.149916798,0.191102521,0.129208731,0.128867147,0.130905144,0.16384915,0.15593971
PC 36:4,0.844995487,0.85217806,0.827748047,0.836091867,0.55422171,0.58453968,0.9337046,0.927599482,0.549904832,0.752597253,0.577911591,0.634522386,0.638943017,0.647525104,0.451164647,0.420604129,0.655701981,0.698682409,0.560948053,0.538316627
PC 36:3,0.494821157,0.488242861,0.507558099,0.513753476,0.575924384,0.538985246,0.58214368,0.572706765,0.41329753,0.367346712,0.257690176,0.319955724,0.199319885,0.205853061,0.173052823,0.183257761,0.319791501,0.314208743,0.267640133,0.270236932
PC 36:2,1.434656009,1.4149034,3.916598798,3.984090105,3.013037839,2.855273288,1.872596902,1.824720664,1.370649056,1.337405868,0.829110999,0.992366535,2.095245029,2.132805479,1.199785441,1.276740829,1.072717177,1.056279846,0.994686397,0.99112119
PC 36:1,0.883539185,0.865498356,0,0,0,0,0.832571818,0.815731428,0.406874259,0.388555391,0.712474934,0.848317675,1.008986615,1.03672391,0,0,0.70795064,0.679758945,0.485617557,0.483432703
PC 36:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001069378,0,0
PC 38:6,0.250308156,0.227146396,0.265064276,0.258122771,0.097998994,0.097119873,0.416112817,0.406418368,0.11621472,0.12758253,0.135492825,0.155724309,0.220788898,0.26886162,0.510515712,0.494367397,0.09703412,0.115571008,0.130858436,0.125674061
PC 38:5,0.490017013,0.445781035,0.571126842,0.56030276,0.394959308,0.406964863,0.965792217,0.9509842,0.195374875,0.243675607,0.332545002,0.381744161,0.300949831,0.3132786,0.18958567,0.19923849,0.443045382,0.450754655,0.198208367,0.194714846
PC 38:4,0.398126718,0.385461023,0.241606563,0.248328336,0.273694734,0.262023126,0.873926266,0.865198066,0.123597352,0.126801625,0.294833951,0.337716517,0.233129269,0.233003009,0.154892262,0.155216424,0.482047138,0.478729374,0.135193792,0.135238846
PC 38:3,0.290255142,0.284572784,0.206882689,0.210540778,0.326418368,0.307893285,0,0,0.093971778,0.09172018,0.192246696,0.229036133,0.111661279,0.111836562,0.132741296,0.144433824,0,0,0.092260255,0.091644982
PC 38:2,0.081071464,0.074471296,0.247798355,0.250584621,0.228090501,0.21400227,0.138252813,0.135192531,0.063301907,0.061657082,0.051756577,0.058371369,0.125371261,0.134014842,0.105221506,0.111859104,0.059773645,0.059278573,0.048478131,0.046315022
PC 38:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 40:8,0.051501733,0.047993374,0.049341629,0.042269499,0.023942082,0.02416301,0.097895063,0.099304197,0.017452637,0.020910188,0.035172609,0.03586116,0.0645514,0.069316184,0.101273496,0.08462934,0.083748609,0.095260654,0.012364666,0.012886918
PC 40:7,0.131746055,0.119892838,0.089594775,0.09348917,0.087625355,0.086013857,0.23628086,0.234143764,0.063327664,0.064343856,0.090497457,0.103579221,0.029872188,0.02593367,0.014261528,0.026480896,0.083469176,0.084692516,0.061126675,0.060935187
PC 40:6,0.145070886,0.132991028,0.084351499,0.086485041,0.082742569,0.080312833,0.356653071,0.349262979,0.03452101,0.035433089,0.114771986,0.133455553,0.052310236,0.050458646,0.010212567,0.042010094,0.134065362,0.132851341,0.046490401,0.043800774
PC 40:5,0.094967226,0.080710171,0.094363459,0.093724112,0.087916181,0.085163051,0.409563845,0.401019106,0.020448278,0.023894011,0.076033417,0.087593911,0.064584833,0.067209045,0.042378779,0.041138728,0.157805047,0.154572532,0.028049164,0.028440446
PC 40:4,0.0234066,0.023324659,0.044784116,0.044918072,0.098851421,0.094528552,0.164784457,0.159989251,0.007523488,0.007090713,0.01358592,0.015500154,0.018151839,0.013318694,0.016931321,0.0220181,0.06915926,0.067560194,0.006463379,0.007035515
PC 40:3,0.01194201,0.01144627,0.022246753,0.022924179,0.043781925,0.041620687,0.009762834,0,0.002087206,0.00188221,0.009420031,0.01478284,0,0,0.004244533,0.00586596,0,0,0,0.001651701
PC 40:2,0.010920456,0.002916669,0.041018223,0.036939817,0.037831951,0.035728285,0.028931602,0.029212754,0.006508536,0.0063951,0.008117009,0.008858151,0.007821292,0.008606887,0.00627297,0.002488088,0.001858263,0.001507056,0.007685168,0.006188639
PC 40:1,0.002588488,0.001450081,0.007494697,0.008374773,0.012766541,0,0.021710877,0.021489339,0.003800431,0.002771162,0.001042202,0.004473122,0,0,0,0,0,0,0.009920909,0.003361398
PC 40:0,0,0,0,0,0,0,0.007293293,0.005684147,0,0,0,0,0,0,0.001296124,0,0,0,0.002159806,0
PC 42:9,0.017954458,0.020426299,0.006038551,0.003154614,0.002738439,0.001782432,0.047795007,0.048366299,0.002676561,0.004584005,0.01666658,0.016783132,0.001355595,0,0,0.001646019,0.011559107,0.016638584,0.002218334,0.002095048
PC 42:8,0.017022421,0.014930237,0.004052348,0.001546733,0.004456453,0.005175888,0.067488139,0.068254955,0,0,0.012612321,0.013528361,0,0,0,0,0.018272602,0.018851032,0,0
PC 42:7,0.012467947,0.011681043,0.01155049,0.014975999,0.015636936,0.014834673,0.048671482,0.048593486,0.00157703,0.001302685,0.006081408,0.007175705,0,0,0,0,0.004219568,0.002337839,0.001092519,0.00115508
PC 42:6,0.007776902,0.00591492,0.029351539,0.026592822,0.014279317,0.014590675,0.085589088,0.082504264,0.001987266,0.002056492,0.006216576,0.007212523,0.011919403,0.013203795,0.006103718,0.006224546,0.01847445,0.018664857,0.00148267,0
PC 42:5,0.001573006,0.001076071,0.017588896,0.018424158,0.012563817,0.01322386,0.096225888,0.09391312,0,0,0.001093447,0.002657935,0,0,0,0,0.018574743,0.014269989,0,0
PC 42:4,0.001196469,0,0.019114666,0.017828194,0.016009971,0.016394906,0.054759963,0.053496911,0,0,0.001082554,0.001233831,0,0,0,0,0.004547098,0.003733517,0,0
PC 42:3,0.002785647,0.001546706,0.010002271,0.008856709,0.012408825,0.010756283,0.012503877,0.011679294,0,0,0.001710241,0.003419095,0.003694664,0,0.005959788,0.007664116,0,0,0.002270213,0
PC 42:2,0.012166924,0.005439437,0.023361019,0.023490233,0.020967268,0.02104582,0.026054809,0.025674686,0.006305651,0.006257828,0.010469361,0.012026611,0.001453788,0.002622218,0,0,0.001488944,0,0.010598226,0.006194573
PC 42:1,0.003110504,0,0.0098559,0.008060578,0.004188355,0.003987219,0.017110612,0.015943597,0.003878619,0.003761816,0.006153672,0.006740932,0.001519882,0.001760238,0,0,0,0,0.011953988,0.007051268
PC 42:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:10,0,0.012026928,0.002675538,0.003364317,0,0,0.023759569,0.022306174,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:9,0.121675508,0.133906962,0.1254127,0.124113097,0.032182488,0.039871175,0.04284829,0.048041711,0.019245094,0.020686809,0.027274394,0.037309264,0.137308716,0.161112534,0.677334062,0.601141227,0.216751747,0,0.012870271,0.014725714
PC 44:7,0,0.001567131,0.002595785,0.003009127,0,0,0.025963798,0.025869459,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:6,0,0,0.002831442,0.001907411,0,0,0.015490768,0.015647289,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:5,0,0,0,0.002235304,0,0,0.028319447,0.027318105,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:4,0.002976102,0.003381127,0.004941576,0.00334892,0.001021308,0.001560664,0,0,0,0,0.004701538,0.005665735,0,0,0,0,0,0,0.002420009,0
PC 44:3,0,0,0.002768447,0.003013135,0.007640901,0.008035126,0.011403141,0.012205985,0,0,0.002031836,0.001620714,0,0,0,0,0,0,0.003342298,0
PC 44:2,0.005454925,0.007757714,0.004860299,0.005213331,0.007774892,0.006347572,0.011958491,0.011433566,0.003536712,0.002127816,0.010680599,0.011416032,0,0,0,0,0,0,0.009538025,0.005488417
PC 44:1,0.001938665,0,0,0,0,0,0.004131925,0.003163571,0.001453265,0.001139309,0.002237425,0.004187817,0,0,0,0,0,0,0.008433575,0.008768242
SM 32:2;2,0.045652593,0.041188785,0.041697839,0.03217596,0.029398476,0.030785788,0.010641461,0.010210871,0.009102354,0.007418211,0.001702786,0.005232968,0.004954176,0.006254782,0,0.013016602,0.021000618,0.011715364,0.00357173,0.004235878
SM 32:1;2,0.026105119,0.034437182,0.185547305,0.184310949,0.175977665,0.176315022,0.059408427,0.058982569,0.021026263,0.020051158,0.042271376,0.050561291,0.215480564,0.194961495,0.183218827,0.184688046,0.085332763,0.075177963,0.04612609,0.046346103
SM 32:0;2,0,0,0.031679725,0.029989118,0.055482424,0.053840412,0,0,0,0,0,0,0.002348127,0.001708407,0.02682455,0.033220236,0,0,0,0
SM 34:2;2,0.057360559,0.065065318,0.064977673,0.062677531,0.126313254,0.123479734,0.075625909,0.07824007,0.033906917,0.031925709,0.057859019,0.06739205,2.081727206,2.12277336,0.153065182,0.170234609,0.161343803,0.168204933,0.093492264,0.096315912
SM 34:1;2,0.827477112,1.264729338,1.659133035,1.651773872,1.964448155,1.913722526,1.462678427,1.452721788,0.553240876,0.511305124,0.966390271,1.137814128,2.623733888,2.398026595,2.504433631,2.446241317,2.19241482,2.11351563,1.064456906,1.090968004
SM 34:0;2,0,0.093092012,0.205467911,0.203527008,0.568815397,0.554086281,0.024415331,0.02401895,0,0,0,0,0.181999138,0.1667136,0.494893689,0.4605505,0.029130304,0.016487856,0,0
SM 36:2;2,0.074796331,0.065895184,0.047266,0.023747717,0.230446812,0.224656418,0.045674956,0.047877218,0.064932554,0.059844774,0.025246265,0.031772477,0.151058201,0.118076646,0.245771469,0.272219433,0.149877603,0.169901796,0.155622663,0.158573311
SM 36:1;2,0,0.042131955,0.079721045,0.081587597,0.488249521,0.474995451,0.08704602,0.086862504,0.150149813,0.142844204,0.017583664,0.024738575,0.163850937,0.146321156,0.53188626,0.50597705,0.170353988,0.166563331,0.287853072,0.29445896
SM 36:0;2,0,0.002367733,0,0,0.070183089,0.070253185,0,0,0,0,0,0,0,0.001131312,0.019132961,0.018921383,0,0,0,0
SM 38:2;2,0,0.001542391,0.007439516,0.007475498,0.015600002,0.011815241,0.005315838,0.005489988,0.009819131,0.009422336,0,0,0,0,0,0.002487626,0.009640766,0.005499175,0.028769704,0.026147927
SM 40:2;2,0.004694384,0.007700844,0.189795628,0.183352397,0.115648457,0.113706162,0.079150786,0.079696144,0.040831685,0.034974777,0.01975567,0.023821167,0.184200047,0.158430581,0.110759308,0.099015476,0.132482185,0.112056493,0.077815065,0.084182421
SM 40:1;2,0.049532545,0.097129613,0.418895966,0.393495988,0.212650689,0.20264473,0.17470173,0.17345564,0.122503626,0.115802223,0.066370157,0.079933042,0.68945596,0.637946651,0.190401376,0.194373295,0.263275938,0.251713169,0.239773491,0.242904582
SM 42:2;2,0.168119909,0.222516536,1.221096284,1.163715733,1.542032018,1.509701816,0.683369782,0.686621607,0.258538148,0.245412874,0.194465624,0.224990022,1.388457245,1.23836041,1.358649165,1.353856583,0.778683159,0.723772586,0.512990723,0.527981371
SM 42:1;2,0.131908959,0.21988961,0.521126001,0.495760453,0.312798988,0.294833454,0.192697369,0.198739489,0.340480062,0.333997117,0.172197092,0.20938095,0.889392156,0.768072025,0.207872785,0.223952533,0.230084076,0.235435997,0.65861046,0.677548451
SM 44:2;2,0.072475407,0.075575829,0.045779429,0.035793406,0.05752636,0.054794296,0.020809358,0.019534988,0.011495208,0,0.063227597,0.078536843,0.001876728,0,0.003331628,0.001248573,0,0,0.0101667,0.006338305
SM 44:1;2,0.050037738,0.072025461,0,0,0,0,0,0,0.001154153,0,0.04232943,0.060116992,0,0,0,0,0,0,0.004725277,0
TAG 48:3,0.34968244,0.325230733,0.263489128,0.26710368,0.056949116,0.05387831,0.022918645,0.022100431,0.544726747,0.564606091,0.409138326,0.456225361,0.010462525,0.096122201,0.060705435,0.016356508,0.022697054,0.013480732,0.204985464,0.203090453
TAG 60:10,0.028251194,0.022102511,0,0,0,0,0.30413776,0.298056664,0,0,0.082991079,0.104357271,0,0,0,0,0.124153102,0,0,0
TAG 54:1,0.493837306,0.481525324,0.069507575,0,0.021766219,0,0.040940647,0.039540734,0.130149518,0.120038623,0.306189935,0.364685575,0.136727461,0.325636274,0,0.008310026,0.034759965,0,0.031640024,0.033040499
TAG 62:11,0,0,0,0,0,0,0.179522548,0.174442238,0,0,0.031874081,0.040064208,0,0,0,0,0,0,0,0
TAG 62:12,0,0,0,0,0,0,0.108568565,0.110005996,0,0,0,0,0,0,0,0,0,0,0,0
TAG 50:4,0.316556259,0.306217524,0.15424351,0.172108194,0.04508825,0.046330652,0.061483693,0.059327096,0.280758826,0.296672524,0.361086595,0.397333668,0.036790763,0.074923083,0,0.002178367,0,0,0.098005865,0.09508088
TAG 52:1,1.602892626,1.504738423,0,0,0,0,0.161118123,0.175687369,0.389773243,0.386451754,1.537459588,1.864683882,0,0,0,0,0,0,0.105826931,0.10761702
TAG 56:4,0.919074663,0.822714308,0.122129439,0.121591725,0.056413576,0.057525704,0.208383732,0.209502478,0.100641034,0.100177856,1.106971958,1.288101481,0.091855822,0.119177573,0.032705619,0.045192608,0.076181146,0.075014755,0.033853802,0.034737751
TAG 60:8,0.144914319,0.132462891,0,0,0,0,0.429293212,0.424768332,0,0,0.214334606,0.261063023,0,0,0,0,0,0,0,0
TAG 52:4,0.915028609,0.824165856,0.330203903,0.36879823,0.104310253,0.10503677,0.291377034,0.294763623,0.480186314,0.496601234,1.010350356,1.168265764,0.320265393,0.549605423,0.282318129,0.231663328,0.165803925,0.152876819,0.171133248,0.164218545
TAG 56:2,0.546132914,0.518964916,0.109980121,0.113526585,0.07950525,0.079454985,0.070219849,0.071495457,0.126791536,0.13135886,0.508467545,0.598984496,0.223193615,0.221469628,0,0,0.005273487,0,0.042279248,0.041618067
TAG 48:0,1.794811025,2.026835798,0.174658385,0.178807842,0,0,0.059839006,0.063670531,1.390289894,1.382052896,1.505934438,1.76196757,0.279634087,0.330115801,0.175922056,0.164507859,0.065609767,0.080902454,0.427455462,0.437011657
TAG 50:3,0.987673674,0.890093336,0.664233073,0.71946975,0.179672057,0.172332316,0.153144095,0.157435936,1.107740108,1.138653164,1.183643875,1.381564849,0.357448658,0.411079775,0.387443596,0.276736554,0.093209958,0.095467208,0.410450074,0.40820878
TAG 56:3,0.682585792,0.626229289,0.193904444,0.181128536,0.086371532,0.078235075,0.129556129,0.127377659,0.108405704,0.103029993,0.767298051,0.917498505,0.139098997,0.180588593,0.079097865,0.066858905,0.045146483,0.042404073,0.034471768,0.033709774
TAG 56:5,0.932739327,0.767325081,0.139411885,0.135559379,0.057538697,0.056626136,0.80842595,0.80206581,0.112113829,0.115704907,1.278898513,1.496279985,0.16745835,0.16370568,0.009447146,0.016440391,0.321137726,0.294520361,0.037107116,0.036748283
TAG 48:2,1.501235736,1.396310489,0.602436967,0.65617073,0.152554397,0.147279365,0.088762973,0.088761397,1.773083765,1.818160519,1.619726465,1.883917352,0.366039169,0.462703177,0.276733411,0.281628355,0.081395956,0.089121015,0.707657088,0.703342863
TAG 50:2,3.474270271,3.221516576,1.269835676,1.351109774,0.335845566,0.333005481,0.396618484,0.393993611,2.552936342,2.580768164,4.030080173,4.731762045,0.989153502,1.166661967,0.563041696,0.586084821,0.215518155,0.223104206,0.975286213,0.970310731
TAG 54:5,0.938150073,0.722425731,0.192544386,0.200815064,0.053940005,0.052199948,0.75513273,0.766493355,0.244657263,0.26478166,1.235636511,1.449276511,0.280744884,0.511616046,0.111078572,0.08603478,0.33512628,0.321856557,0.090487176,0.085416297
TAG 58:6,0.457456921,0.411290785,0.038733233,0.039027894,0.016754332,0.016695927,0.644449556,0.646526157,0.033624123,0.031657688,0.631109996,0.763678921,0.037037853,0.026518296,0,0,0.237099334,0.223670479,0.01026461,0.010266902
TAG 52:5,0.336106182,0.229649352,0.093579414,0.101628622,0.019937522,0.021215505,0.200982657,0.197598198,0.185780379,0.194853388,0.467164746,0.551116196,0,0.099046287,0,0,0.095719276,0,0.061413302,0.059101342
TAG 56:7,0.515738777,0.454566809,0.022771837,0.024718162,0,0,0.54860238,0.550793428,0.112628401,0.11791187,0.753673674,0.895707584,0,0.012843221,0,0,0.253373884,0.234076662,0.037446287,0.036176831
TAG 58:8,0.269128646,0.225601772,0.001551897,0,0,0,0.627303533,0.623163566,0.043879787,0.042993164,0.424997838,0.504020205,0,0,0,0,0.262553989,0.240296801,0.01163117,0.012063612
TAG 50:1,4.010352661,3.816981228,0.580909461,0.602980474,0.150576889,0.149444925,0.316050345,0.325584045,2.52612258,2.550508378,4.28487337,5.126314493,0.838582125,1.023228477,0.335270111,0.328128074,0.166257064,0.175407308,0.758624901,0.764461445
TAG 60:11,0,0,0,0,0,0,0.150878716,0.149245402,0,0,0,0.056808372,0,0,0,0,0,0,0,0
TAG 52:3,2.346435336,2.175644362,1.199089354,1.281284058,0.317877281,0.321986624,0.540185821,0.543423678,1.144385693,1.162913377,2.904880162,3.397042613,0.937594291,1.231525814,0.526404025,0.50309267,0.261913578,0.260345823,0.429903274,0.423693334
TAG 48:1,2.99439073,2.848698597,0.55167039,0.573972081,0.157282624,0.154940962,0.142463168,0.144461032,3.242688587,3.25934725,3.091779628,3.609732221,0.540636066,0.64479833,0.316074579,0.324231912,0.105680531,0.112485276,0.999068377,1.007058149
TAG 54:6,0.662938676,0.578311589,0.08786917,0.09539945,0.010627355,0.009881018,0.409770786,0.400789079,0.174109494,0.174977753,0.764468948,0.890425539,0.089762661,0.397698006,0.002301581,0.001882632,0.189974691,0.179106695,0.060757575,0.059157457
TAG 54:3,2.658370035,2.426017393,1.168095775,1.198603336,0.270803719,0.268503163,0.558922844,0.574791149,0.481618653,0.486561071,3.085065379,3.676860486,1.307815581,1.865489269,0.46363036,0.50664418,0.263969058,0.253487264,0.179852905,0.176234118
TAG 58:7,0.446216924,0.373371814,0.0136702,0.010631946,0.00121423,0.001837926,0.581827808,0.575906761,0.044166818,0.048240069,0.647970746,0.772175431,0.016146969,0.013686078,0,0,0.236374848,0.221066405,0.01362568,0.013865047
TAG 54:4,1.515011927,1.425118292,0.397316503,0.411885331,0.129244766,0.132026939,0.551416346,0.5462437,0.364981133,0.362812006,1.845770495,2.137329905,0.492432946,0.764777798,0.534700074,0.253165868,0.25821605,0.247708416,0.133189695,0.128697819
TAG 52:2,4.859350803,4.481409225,1.694479319,1.767048048,0.32721606,0.329318641,0.752821836,0.761765798,1.518250495,1.519618915,5.796412762,6.877441532,2.040301068,2.646971562,0.694610902,0.662639498,0.348632097,0.35455057,0.563307113,0.560415029
TAG 56:6,0.843486658,0.757211268,0.1079336,0.100758914,0.022147051,0.023492853,0.95395139,0.942988683,0.133782351,0.131506228,1.261702765,1.462799938,0.18086382,0.158619294,0,0,0.393642363,0.36864639,0.041108076,0.04233503
TAG 54:2,1.63099062,1.508894043,0,0.365677104,0.089838151,0.093493032,0.298695556,0.308074748,0.294718128,0.288781487,1.857505909,2.189147677,0.59502599,1.222410738,0,0,0.116472983,0.122791172,0.096157127,0.093587785
TAG 60:12,0,0,0,0,0,0,0.042483289,0.042362862,0,0,0,0.005358944,0,0,0,0,0,0.001673477,0,0
PE O-30:1,0,0,0,0,0,0,0,0,0.021047196,0.018908122,0,0,0,0,0,0,0,0,0,0
PE O-30:0,0,0,0,0,0,0,0.00103052,0,0,0,0,0,0,0,0,0,0,0,0,0
PE O-32:2,0.069980179,0.075349767,0.065042531,0.065456238,0.113907556,0.107522139,0.03559707,0.036171741,0.377512519,0.360860818,0.083030875,0.097921441,0,0,0.095085753,0.102326121,0,0,0.443772746,0.451941816
PE O-34:3,0.054719752,0.053386168,0.132389594,0.124622806,0.129082785,0.127175645,0.120258275,0.121605531,0.210217821,0.20071854,0.064390366,0.074749685,0,0,0.054197367,0.086786044,0,0,0.271444258,0.275684325
PE O-34:2,0.315042082,0.296225379,0.577632227,0.584073542,0.757397302,0.731772118,0.338610301,0.342247808,0.971453254,0.922333979,0.350750039,0.401333032,0.527259769,0.466821579,1.161943696,1.094664308,0.442247352,0.40265629,1.269692577,1.300019974
PE O-34:1,0.00451458,0.002351965,0.061369993,0.062448039,0.163490562,0.150408333,0.294917456,0.296963548,0.164077796,0.156556681,0.00252388,0.001120402,0.064724889,0.02916903,0.097279111,0.104092789,0.52823172,0.47001956,0.115501842,0.119229305
PE O-36:6,1.202369567,0,0,0,0,0,0.34633203,0.418534174,0.700902938,0.725515329,0.399718515,0.511236156,0,1.08467836,0,0,0,0,0.689534086,0.691718443
PE O-36:5,0.594873543,0.621386283,0.848103677,0.804219381,1.093985718,1.065254463,1.020374211,1.038757237,1.648249869,1.624160023,0.537112542,0.610072553,0.857739888,0.765217431,1.845397083,1.685502869,0.946420817,0.861864174,2.198122769,2.193986915
PE O-36:4,0.140879366,0.145407405,0.109228157,0.104667488,0.415303522,0.393141313,0.128741012,0.126478468,0.337763295,0.323302478,0.134927747,0.151007839,0.011693407,0.027762423,0.501924848,0.482222839,0.135051419,0.126993174,0.493314856,0.490560614
