mol%, MBA 453 cells, MBA 453 cells, MDA 231 cells, MDA 231 cells, MDA 468 cells, MDA 468 cells, MBA 436 cells, MBA 436 cells, HCC70  cells, HCC70  cells,HCC38 CM,HCC38 CM, MBA 453 CM, MBA 453 CM, MDA 231 CM, MDA 231 CM, MDA 468 CM, MDA 468 CM, MBA 436 CM, MBA 436 CM, HCC70  CM, HCC70  CM
PC O-40:7,0,0,0.022126029,0.024311173,0.036158778,0.037214503,0.069470808,0.070744947,0.025993607,0.026514015,0.061583287,0.05806989,0,0,0,0,0.038817305,0,0.033765752,0.020413367,0,0
PC O-40:6,0,0,0.044571555,0.047539502,0.016310127,0.024115218,0.064972705,0.066042962,0.02290384,0.024256042,0.072196526,0.071721358,0,0,0.022445213,0,0.023933206,0.026862864,0.025139851,0.028589035,0.030551221,0.030388808
PC O-40:5,0,0,0.030489069,0.029653018,0.01308831,0.012922677,0.04028088,0.039964155,0.013885873,0.014391346,0.051399465,0.049075098,0,0,0.004293481,0,0.011685169,0.010438655,0.027721772,0.021050371,0.017061338,0.016547469
PC O-40:4,0,0,0,0,0.006099485,0,0.025185652,0.025969963,0.018441221,0.019055772,0.007179081,0,0,0,0,0,0.00807739,0,0,0,0.023218552,0.021202289
PC O-40:3,0,0,0,0,0,0,0.013811916,0.013671547,0.024925878,0.025181401,0,0,0,0,0,0,0,0,0,0,0.02935815,0.028984624
PC O-40:2,0,0,0,0,0.047787347,0.051352631,0,0,0,0,0,0,0,0.001648846,0,0,0,0,0,0.002884334,0,0
PC O-40:1,0,0,0,0,0.044592786,0.054394169,0.014391882,0.01421663,0.028866817,0.029503793,0.002379193,0,0,0,0,0.001487585,0.044308258,0,0.001589202,0.002208502,0,0
PC O-42:7,0,0,0,0.003125007,0.007219342,0.003356538,0.010125877,0.009975761,0.007861691,0.008587775,0.001471403,0,0,0.006161202,0.001207209,0,0.004047027,0.001145838,0.002533911,0.006855356,0.011643455,0.010570356
PC O-42:6,0,0,0,0,0,0,0.014658185,0.014463567,0.012205447,0.013940349,0,0,0,0,0,0,0.011426274,0,0,0,0.013937426,0.01393535
PC O-42:5,0.002789061,0.003777048,0.019439078,0.003987087,0.023275289,0.01730153,0.013225593,0.013230934,0.022042737,0.021752913,0.027831473,0.016620265,0.081916914,0.136641171,0.063720823,0.001817901,0.024931128,0.020596316,0.069348907,0.065922446,0.027101343,0.025352224
PC O-42:4,0,0,0,0,0.005849786,0.001386368,0.01317352,0.01315456,0.023486092,0.023110777,0,0,0,0,0,0,0.014418579,0.004986702,0,0,0.028959237,0.027013572
PC O-42:3,0,0.001137451,0,0,0,0,0.005302965,0.005593057,0.016687569,0.017821192,0,0,0,0,0,0,0,0.003700771,0,0,0.019900844,0.018611406
PC O-42:2,0.012235189,0.011916837,0,0,0.049296046,0.055523931,0.008676343,0.007942733,0.01070898,0.01083707,0,0,0.031243745,0.025398478,0.005961397,0.001677362,0.041450981,0.046753739,0,0.001082623,0.011952235,0.010863612
PC O-42:1,0,0,0,0,0,0,0.001358418,0.001444381,0.004656469,0.005070147,0,0,0,0,0,0,0,0,0,0,0.00516534,0.004943806
PC O-44:7,0,0,0,0,0,0,0,0,0.015614347,0.017702706,0,0,0,0,0,0,0,0,0,0,0.01849333,0.018012501
PC O-44:6,0,0,0,0,0,0,0.004895359,0.004641611,0.018132587,0.019995051,0,0,0,0,0,0,0,0,0,0,0.020641624,0.019205169
PC O-44:5,0.001613328,0.002126408,0,0.001102588,0.012037981,0.00702434,0.006625428,0.007186911,0.025632421,0.026766888,0.010235405,0.012049039,0.023377244,0.027679007,0.007158526,0.043515644,0.016472949,0.012888125,0.005256596,0.005235014,0.028166027,0.026974684
PC O-44:4,0,0.075212545,0.070367214,0.07137336,0,0.061821769,0.077081756,0.072127985,0.073766586,0.071631325,0.02555416,0.029356631,0,0,0,0,0.015572594,0.022453372,0.038892675,0.037340814,0.0719111,0.071770165
PC O-44:2,0,0,0,0,0,0,0,0,0,0,0,0.008013478,0,0,0.004736206,0,0.003977693,0.001514799,0,0,0,0
PC O-44:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 28:0,0.267227301,0.268918516,0.09996381,0.098710974,0.264020739,0.276297019,0.044093956,0.043502696,0.069242308,0.073910822,0.03127949,0.017424464,0.145556853,0.142017846,0.069752375,0.006351992,0.14606492,0,0.034850352,0.03609591,0,0
PC 30:1,0.857180541,0.846672547,0.226588409,0.220987346,0.48945709,0.507798962,0.156472862,0.157088566,0.236108193,0.241414096,0.057190362,0.023492656,0.231862464,0.226605438,0.055853256,0,0.270404619,0,0.062873822,0.065712119,0,0
PC 30:0,0.764347134,0.766491998,0.356103231,0.349889335,1.500012856,1.605161014,0.461725741,0.45578967,1.11177091,1.190892804,0.439803342,0.211377104,0.555254104,0.562542738,0.298706003,0.077529178,0.937999714,0,0.31587771,0.320136899,0,0
PC 32:2,0.783897728,0.788880185,0.325912659,0.309414233,0.514257283,0.568862396,0.32278312,0.329058164,0.457868166,0.453660598,0.102789054,0.064903137,0.133641554,0.131140999,0.094503165,0.005985621,0.254619643,0,0.118548225,0.125359313,0,0
PC 32:1,6.235971282,6.349209212,2.669564673,2.576525342,3.998252357,4.305985591,2.49698374,2.503173741,3.390603996,3.467032107,1.205404533,0.802974826,2.328344389,2.273352356,1.246673533,0.323857393,2.272177601,0,1.271561074,1.300188606,0,0
PC 32:0,0.395081105,0.401255945,0.528949786,0.514537391,0.934650298,1.044393347,1.064293858,1.054077819,2.979547359,3.144752147,1.42362075,0.77954301,0.562533415,0.52675553,0.602171369,0.138021494,0.742817129,0.829144639,0.934075461,0.9446456,2.34506184,2.219561842
PC 34:4,0.312939923,0.309742932,0.180491698,0.176488322,0.976742348,0.235624619,0.116284118,0.107853123,0.193924726,0.216889453,0.086856929,0.082466378,0.192815455,0.240023529,0.090791629,0.049023624,0.54374703,0.141308036,0.124625402,0.130557676,0.169610717,0.158374272
PC 34:3,0.091075143,0.0952706,0.177925793,0.173026615,0.221227106,0.147446174,0.199043516,0.19968471,0.383212839,0.397516203,0.148928518,0.11593679,0.037069302,0.032079049,0.088193309,0.00515828,0.167201364,0,0.130998998,0.137839346,0,0
PC 34:2,3.47068261,3.506872938,1.542561952,1.481692009,2.803354412,3.028825631,1.930776808,1.933754428,2.19853854,2.218577555,0.770153377,0.584276732,0.723102322,0.69648181,0.529872848,0.145571464,1.24256359,0,0.886756826,0.881956073,0,0
PC 34:1,11.8370174,12.13950311,6.5004064,6.24839027,8.06972315,8.867605781,8.905410922,8.858160018,7.588537094,7.821052027,3.114523668,2.164468371,5.274411851,5.11596633,3.968382337,1.062852602,5.102492608,5.566310363,5.519767454,5.627661588,5.543962446,5.266058313
PC 34:0,0,0,0.130856578,0.109562551,0,0,0,0,0,0,0.236350078,0.204437834,0,0,0.226582937,0.05201973,0,0,0,0,0,0
PC 36:5,0.215233852,0.213335819,0.185029841,0.177815623,0.718694361,0.202492605,0.207673236,0.201255964,0.301776439,0.313798787,0.078834907,0.096249358,0.068091407,0.089941424,0.255135578,0.04792199,0.32109369,0,0.1412533,0.144630399,0,0
PC 36:4,0.684630861,0.685171948,0.640068677,0.612358489,2.003869206,0.579301272,0.736336633,0.704034569,1.048959235,1.104417723,0.5120496,0.45814877,0.528287306,0.619895975,0.469171819,0.184862203,1.254837894,0,0.751273347,0.78011582,0,0
PC 36:3,0.309265546,0.314955466,0.584853508,0.560887677,0.391273438,0.477655556,0.69421382,0.70512864,1.241995775,1.245678083,0.363424628,0.28592834,0.082199776,0.051223366,0.263330762,0.118330086,0.198497995,0,0.322658709,0.323990166,0,0
PC 36:2,4.045094234,4.129898875,3.394577096,3.249319047,4.305083221,4.753158488,3.871191801,3.863487599,1.886314077,1.903498078,0.867817428,0.699190711,0.882732128,0.860363998,1.180864137,0.339347353,1.829156887,1.984430406,1.739809052,1.773207814,1.384051272,1.304778895
PC 36:1,0,0,3.292089327,3.156878234,0,0,0,0,0,0,0.646527004,0,0.602843305,0.583608831,2.187654723,0.594635486,0,0,1.542933233,1.564365523,0,0
PC 36:0,0,0,0,0,0,0,0,0,0,0,0,0.002184488,0,0,0,0,0,0,0,0,0,0
PC 38:6,0.072952355,0.073199241,0.146795785,0.116123488,0.123754534,0.069390019,0.332543622,0.334723893,0.462976081,0.466257201,0.164458137,0.123159071,0.411391399,0.414285805,0.598324445,0.17684143,0.081124912,0,0.204684839,0.197619539,0,0
PC 38:5,0.320076546,0.314507255,0.58408969,0.568009335,1.191827697,0.423730688,0.552692872,0.53815374,0.727188285,0.736961827,0.269260553,0.295948259,0.111956831,0.132512552,0.256236533,0.083164226,0.518640469,0,0.356482424,0.362699555,0,0
PC 38:4,0.121920899,0.125860251,0.671308766,0.64222678,0.201579438,0.15038587,0.45740603,0.448449642,0.625213419,0.627223731,0.396001928,0.377848641,0.101600681,0.109757875,0.529956761,0.183186004,0.170736427,0,0.412006415,0.413190282,0,0
PC 38:3,0.047800919,0.046976016,0.286268767,0.273248788,0.066645965,0.079821449,0.246355611,0.243219964,0.29052745,0.292345975,0.100233369,0.079523631,0.008231974,0.002951076,0.185035698,0.035216648,0.046861452,0,0.145660524,0.145068253,0,0
PC 38:2,0.316402188,0.326338455,0.229325762,0.21831849,0.322868832,0.36462392,0.28155216,0.28205377,0.051676053,0.053035693,0.046009726,0.032594911,0.068263449,0.065000923,0.073945732,0.001298196,0.148775032,0,0.128249193,0.129110065,0,0
PC 38:1,0,0,0.133515649,0.12625769,0,0,0.067465634,0.065954572,0.011918959,0.01272561,0,0,0,0,0,0,0,0,0,0,0,0
PC 38:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001522284,0,0,0,0,0,0
PC 40:8,0.006104961,0.001327914,0.022815928,0.041468009,0.033298416,0.021345403,0.031730558,0.031470187,0.05790715,0.060378307,0,0.048112499,0,0,0,0.425880369,0.018465923,0,0,0,0,0
PC 40:7,0.057543234,0.061800236,0.18969743,0.176942067,0.110446438,0.103180057,0.262729916,0.258107924,0.251533631,0.250029246,0.048114789,0.048891769,0,0,0.055954742,0,0.071653375,0,0.105443843,0.095814228,0,0
PC 40:6,0.02278868,0.02568481,0.190530479,0.180168802,0.011770188,0.034712065,0.142645803,0.143804069,0.179387939,0.181555417,0.081793094,0.082717053,0.001787085,0,0.102237438,0.076613568,0.027650261,0.03609405,0.083131414,0.089994138,0.152889649,0.149136152
PC 40:5,0.030622002,0.02979718,0.119050296,0.116597673,0.101750178,0.044413386,0.099431534,0.097626049,0.098969482,0.096915557,0.107524628,0.109832788,0.007324802,0.004099748,0.086422409,0,0.054465004,0,0.066719356,0.067405111,0,0
PC 40:4,0.003112379,0.004539709,0.066514184,0.063607795,0.004582497,0.011713995,0.067386294,0.065617047,0.068971243,0.068724925,0.067151557,0.057839376,0,0,0.027446782,0,0.005493065,0.009103306,0.042210172,0.043152375,0.064402891,0.060298582
PC 40:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009371452,0.00906186
PC 40:2,0.019903162,0.020230932,0.052301746,0.050936238,0.024797501,0.033700147,0.043659518,0.042526929,0.010280077,0.01120997,0,0,0,0,0,0.026466957,0.017838923,0.019550863,0.01259959,0.010420821,0.009682082,0.00877864
PC 40:1,0,0,0.040813636,0.040951862,0,0,0,0,0,0,0,0,0,0,0.008864039,0,0,0,0,0,0,0
PC 40:0,0,0,0.012364516,0.013067057,0,0,0.006531049,0.006541882,0.001182125,0.001350057,0,0,0,0,0,0,0,0,0,0,0.002733166,0.001800402
PC 42:9,0,0,0.014569485,0.012966609,0,0,0.010862061,0.010942155,0.036491396,0.035847927,0,0,0,0.001432786,0.001248894,0,0.001567289,0,0.003767745,0.002315117,0.024471312,0.023892349
PC 42:8,0,0,0.006821986,0.00451006,0,0,0.01150033,0.011981444,0.028512071,0.028486769,0.003775984,0.008061925,0,0,0,0,0,0,0.003569171,0,0.020684225,0.019446763
PC 42:7,0,0,0.022531391,0.017616914,0.002069336,0.003084262,0.030130759,0.030134103,0.028751982,0.028424942,0,0,0,0,0,0,0,0,0,0,0.022328687,0.021641803
PC 42:6,0,0,0.029608547,0.027933672,0,0.001562251,0.023845991,0.023242116,0.028843969,0.029256698,0.011371593,0.01486814,0,0,0.008402515,0,0,0.001458941,0.004366431,0.006725081,0.026525541,0.026063872
PC 42:5,0,0,0.009075385,0.008805095,0,0,0.017355106,0.016802458,0.022963291,0.022232877,0.00948972,0.002213433,0,0,0,0,0.001154588,0,0.002570222,0,0.027847848,0.026849762
PC 42:4,0,0,0.009861529,0.007202239,0,0,0.01571062,0.014844184,0.019810077,0.02055937,0.002827453,0,0,0,0,0,0,0,0,0,0.024804895,0.025140308
PC 42:3,0,0,0.00835605,0.008220112,0,0,0.012639383,0.012349714,0.007706778,0.008024824,0,0,0,0,0.002540289,0,0,0,0,0,0,0
PC 42:2,0.011280003,0.01000199,0.058166704,0.058217022,0.019585425,0.027198491,0.035604125,0.034565971,0.010647762,0.01031804,0,0,0,0,0.003699548,0.006868789,0.013609767,0.017945534,0.006870715,0.006639006,0.010877092,0.009782363
PC 42:1,0,0,0.083068762,0.077944341,0,0,0.024624512,0.023359371,0.008348561,0.009078319,0,0,0,0,0.052028519,0,0,0.001691949,0.006908622,0.00349238,0.01130791,0.011507453
PC 42:0,0,0,0.008417305,0,0,0,0,0,0,0,0,0,0,0,0.001705105,0,0,0,0,0,0,0
PC 44:10,0,0,0,0,0,0,0.004350511,0.003374912,0.005183698,0.005471516,0,0,0,0,0,0,0,0,0,0,0.001930386,0.005861518
PC 44:9,0.051947214,0.051775538,0.212418536,0.175058536,0.060801963,0.074454193,0.008216733,0.009619712,0.016719198,0.014735724,0.215622582,0.204427828,0,1.055587426,0.698525807,0,0.017100357,0.057695308,0.536277893,0.579337792,0.027304272,0.02635242
PC 44:7,0,0,0.004488417,0.002286066,0,0,0.008803598,0.007918683,0.011986971,0.010869148,0,0,0,0,0,0,0.027632961,0,0,0,0.011385683,0.010986564
PC 44:6,0,0,0.001564113,0,0,0,0.002779024,0.002192392,0.005332081,0.005329849,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:5,0,0,0.003027647,0.0024455,0,0,0.009802222,0.008971003,0.011055641,0.011579936,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:4,0,0,0.012566013,0.011860874,0,0,0.007951167,0.007596627,0,0,0,0,0,0,0,0,0,0,0,0,0.010591071,0.009833781
PC 44:3,0,0,0.016634522,0.015692969,0,0,0.014994762,0.015760373,0.006175229,0.00499173,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:2,0,0,0.064847913,0.061632577,0.003852484,0.01295061,0.022741817,0.023553193,0.006921822,0.007681513,0,0,0,0,0.009690641,0.003891875,0.003357937,0.008124857,0.001238544,0,0.008623499,0.007491032
PC 44:1,0,0,0.125803049,0.11908877,0,0,0.017004574,0.016460091,0,0,0,0,0,0,0.068868968,0,0,0,0,0,0,0.001011612
PE O-30:1,0,0,0,0,0,0,0,0,0.011271305,0,0,0,0,0,0,0,0.057094546,0,0,0,0,0
PE O-30:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE O-32:2,0.412260686,0.408900572,0,0.009722481,0.106843527,0.191853982,0.032752594,0.031401154,0.026100813,0.028854943,0.003838899,0,0.423025407,0.367033204,0,0,0.158947798,0.260916973,0,0,0.033293909,0.031141056
PE O-34:3,0.322704301,0.320122852,0.02920669,0.036020504,0.153918762,0.229164792,0.073043307,0.070356636,0.087702995,0.092437587,0.048548862,0.01924689,0.170846783,0.078964777,0,0,0.19232462,0.285604048,0.003350814,0,0.110749066,0.10016064
PE O-34:2,1.465396414,1.449940009,0.493248308,0.497348002,0.781552885,1.317790528,0.470586071,0.441766913,0.25997478,0.282119381,0.278508707,0.20461995,1.724646502,1.602810606,0.43404156,0,1.200945715,1.974566496,0.386648275,0.3820143,0.358352688,0.327441507
PE O-34:1,0.045869547,0.056560052,0.016841294,0.023080176,0.142068973,0.141510113,0.058831322,0.06210042,0.085041179,0.098765206,0.303685688,0.313836003,0,0,0,0,0.179639074,0.190884836,0.027015369,0.024935916,0.136195113,0.124511705
PE O-36:6,0,0,0,1.839879499,0,0,0,0.286193788,0,0,0,3.092251365,4.883218359,7.322005176,0,0,0,0,0,0,0,0.410563235
PE O-36:5,0.770930298,0.76303568,0.5728046,0.578342504,0.720444288,0.88080587,1.048542751,0.999318014,1.348406317,1.352278482,0.576829038,0.573275774,1.223022144,1.172108458,0.698480406,0.065125166,1.267823213,1.4929245,0.931794572,0.920323635,1.417828873,1.312167613
PE O-36:4,0.198411699,0.198773838,0.096212506,0.094140254,0.179177916,0.252623498,0.184096055,0.172700607,0.236872672,0.242546194,0.0753896,0.077784877,0.181511819,0.124152121,0.023190959,0,0.304293282,0.405646835,0.122747419,0.134266883,0.287864308,0.269089082
PE O-36:3,1.215391646,1.184751553,0.513626993,0.511846557,0.796426288,1.105940971,0.38886784,0.373891863,0.238986205,0.249028435,0.31298252,0.283511716,0.998874694,0.88515967,0.397624559,0,0.959141624,1.338463972,0.278678352,0.279222296,0.311409046,0.292124982
PE O-36:2,0.219158162,0,0.927397289,0.88902121,0,0.290286264,0.396346778,0.370743268,0,0,0.297902566,0.280756087,0.108107846,0.077803641,0.888088251,0,0.259588249,0.402677287,0.344283972,0.358297008,0.182894696,0.183664955
PE O-38:8,0,0,0,0,0,0,0,0,0,0,0.088746339,0,0,0,0,0,0,0,0,0,0,0
PE O-38:7,0,0,0,0,0,0,0,0,0.951451191,0.937588295,0,0,0.428784938,0,0,0,0,0,0,0,0.984384893,0.917282573
PE O-38:6,0.689011164,0.706758964,0.723180325,0.735399804,0.607744326,0.860877413,0.733199597,0.707963496,1.347000307,1.328992949,0.625004858,0.632872146,0.945935092,0.693680159,0.942359446,0.164203558,1.075908314,1.437940605,0.489551922,0.486590404,1.471949486,1.367549829
PE O-38:5,0.17915366,0.174431075,1.365177718,1.329353287,0.14028536,0.203177089,1.082592794,1.048483714,0.89650682,0.886433537,0.850427313,0.864149425,0.197712666,1.156021182,1.993194354,0.505972007,0.278970428,0.342459335,1.182308002,1.216613782,1.066008267,0.999992899
PE O-38:4,0.069855662,0.076750468,0.202694091,0.20509643,0,0.082249563,0.231708798,0.218596532,0,0.178676898,0.076069445,0.070882664,0.005275907,0.008677208,0,0.007987867,0.160314856,0.119799911,0.192585616,0.223538301,0.222942364,0.203565082
PE O-38:3,0.045527945,0.049062391,0.032158258,0,0,0.119332476,0.100843413,0.096685227,0,0,0,0,0,0,0,0,0.14592283,0.126053162,0,0,0,0
PE O-40:8,0.168337398,0.169010108,0.319789063,0.303006444,0.210340079,0.308944017,0.297316575,0.290792163,0.48587919,0.469460772,0.32423557,0.358010708,0,0.300793012,0.649313397,0.094385107,0.392164874,0.467512801,0.484213278,0.500175295,0.572821956,0.533497161
PE O-40:7,0.129933769,0.138844803,0.672401701,0.642610549,0.124601237,0.211006852,0.60647945,0.600056017,0.621656836,0.602711739,0.384089117,0.363041954,0.444564413,0.432733947,1.216323988,0.125642886,0.256603429,0.387750969,0.682491922,0.729879438,0.788071901,0.73242029
PE O-40:6,0.068413772,0.06433234,0.29131978,0.286917066,0.019791174,0.080153352,0.188616626,0.17981184,0.33495748,0.334975038,0.383350075,0.398324827,0.001758636,0.005992034,0.377222873,0,0.112843215,0.150167674,0.168411992,0.160717902,0.452893825,0.419630341
PE O-40:5,0.008291094,0.005646747,0.146105295,0.131616204,0,0.020270186,0.239186421,0.238662509,0,0.162586682,0.370483857,0.396709711,0,0,0.149750684,0.00695605,0.078187113,0.058613154,0.237591966,0.253994014,0.201391971,0.185070836
PE 28:0,0.00550034,0.006729871,0,0,0,0.010368522,0.002071288,0.002332883,0.00127261,0,0,0,0,0,0,0,0.077923866,0.002444715,0,0,0,0
PE 30:1,0.085780777,0.089325932,0,0,0.047085897,0.021641801,0.004240667,0.0038336,0.004861112,0.00551227,0,0,0.001536472,0.006450377,0,0,0.032989839,0.018212555,0,0,0.001099502,0
PE 30:0,0,0,0,0,0.018248294,0,0.004647163,0.002433304,0.011098392,0.012874006,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,0.891092605,0.915923085,0.125828556,0.131594427,0.384343778,0.403072602,0.134099471,0.129460591,0.194929247,0.201154771,0.023422342,0.001093362,0.383723791,0.327359556,0.006381697,0,0.326663454,0.36647678,0.019477944,0.019582678,0.133995219,0.123706328
PE 32:0,0.487253414,0.514171424,0.052300405,0.05900747,0.44641194,0.409866439,0.077572836,0.074413559,0.269355183,0.314057768,0.121950037,0.050552653,0.184131097,0.169500924,0,0,0.278011798,0.243882378,0.001612465,0.009439061,0.167892171,0.156386429
PE 34:3,0.089272357,0.090311171,0.021351295,0.018686376,0,0.068145577,0.043149778,0.040715101,0.063558675,0.066785214,0,0,0,0.001487446,0,0,0.104638044,0.055208455,0,0,0.048558194,0.044261744
PE 34:2,2.634528947,2.686869229,0.40294622,0.402668319,1.27691963,1.434688736,0.441844081,0.435883824,0.480145569,0.499892854,0.064253507,0.004885154,0.716351435,0.680138102,0.090764328,0.002481502,0.935648223,1.071525904,0.192156273,0.202329855,0.327672484,0.305949037
PE 34:1,3.63967253,3.740112328,1.069128632,1.082526785,2.33653153,2.495835651,1.313798042,1.268915294,1.882823848,2.013086926,0.493602697,0.280537144,1.292758661,1.201272657,0.555991538,0.029011573,2.019520553,2.263725273,0.752972511,0.800231795,1.334239373,1.246871207
PE 36:5,0.375380034,0.400976771,0.134645395,0.13047909,0.509079971,0.246869354,0.104302252,0.103934596,0.168653044,0.160852235,0,0,0.106725838,0.208673223,0.010536325,0,0.370265263,0.183372299,0.040059856,0.05540135,0.099968392,0.095553891
PE 36:4,0.521894029,0.543706487,0.312122268,0.29766847,0.83834891,0.403647575,0.322159956,0.308519515,0.682557281,0.675797502,0.115074128,0.02514154,0.294706869,0.323410638,0.074008609,0,0.772343405,0.389063809,0.287389173,0.306655655,0.434458029,0.40779424
PE 36:3,0.513364378,0.534392465,0.364931551,0.369095842,0.771947552,0.573612429,0.453955828,0.431144515,0.775495947,0.801940048,0.161860659,0.123164251,0.164083039,0.169651819,0.097959215,0.003324647,0.605216552,0.450988437,0.241674436,0.271237209,0.593136434,0.557292941
PE 36:2,6.494892062,6.777276008,2.835859435,2.783702603,4.810135279,5.69488735,2.582941778,2.533878947,2.608645613,2.689204891,0.618562883,0.423118918,2.174573198,2.041014114,1.803505358,0.410935043,3.713948498,4.32458349,1.579216239,1.635744825,1.947194224,1.819708472
PE 36:1,0,0,4.501598545,4.479248887,0,0,4.392399542,4.247901261,5.374654259,0,2.392642138,1.903135591,0,0,3.705256053,0.571927245,0,0,2.984874864,3.116030958,4.003559519,3.761618875
PE 38:6,0.216697437,0.226458129,0.293231989,0.281329143,0.203479468,0.172831073,0.305787636,0.305510042,0.698016773,0.678771773,0.027574564,0.002940368,0.002707209,0.006826482,0.020353162,0,0.189974813,0.153876105,0.170750772,0.14508122,0.415525585,0.387932012
PE 38:4,1.184350319,1.221448544,1.839645217,1.82756002,1.398754962,0.801188539,1.909991337,1.848344954,2.19506638,2.225562579,0.638176185,0.508551922,0.443035334,0.414960044,1.255949406,0.236057757,1.069680919,0.622967201,1.419146569,1.420858966,1.496557319,1.400626246
PE 38:2,0.768740189,0.807388662,0.644849443,0.642428289,0.761276878,0.750542681,0.882299072,0.877108424,0.966452384,1.034872211,0.3318839,0.285895741,0.188054955,0.166609024,0.367447867,0.021943104,0.4311802,0.419336025,0.408029935,0.428797043,0.643997771,0.610613393
PE 40:7,0.335659723,0.358042221,0.470959357,0.47726735,0.476236464,0.320610713,0.399409273,0.409581678,0.679304438,0.64703667,0.114427141,0.097288778,0.020678754,0.045635125,0.362386348,0.009395286,0.362432944,0.208029874,0.396417288,0.397998492,0.470913972,0.428195925
PE 40:6,0.461936877,0.489154212,0.687515138,0.661693487,0.29711817,0.375015322,0.678713155,0.678519879,1.001952504,0.984057612,0.149553026,0.10496937,0.031847646,0,0.334602374,0.005790898,0.202798694,0.267821918,0.407251359,0.422747848,0.730042975,0.692235628
PE 40:5,0.308901786,0.305706082,0.344072265,0.339632679,0.477945164,0.260513455,0.318420815,0.314505233,0.62643494,0.645026051,0.183156755,0.235683967,0.071427842,0.053791746,0.211999837,0,0.320898159,0.187742215,0.201619539,0.226122855,0.49581313,0.472817146
PE 40:4,0,0,0.33743148,0,0,0,0.369198104,0.357935631,0,0,0.30774742,0.293215164,0,0,0,0,0,0,0.318736301,0.340022683,0,0
PE 40:3,0.076967957,0.081568412,0.195027538,0.195480476,0.052670315,0.087800259,0.275464679,0.27369242,0.386091234,0.428624537,0.107337656,0.087955969,0,0,0.017665956,0,0.02855685,0.055273405,0.138483162,0.147527816,0.270566315,0.250021735
PE 40:2,0.444458772,0.471906685,0,0,0.477749322,0.476297462,0.677687862,0.665416846,0,0,0,0,0,0,0,0.002979546,0.269529484,0.267935443,0.284417537,0.33767404,0,0
PE 40:1,0,0,0.202225869,0.209678177,0,0,0.186451761,0.175309634,0.085847107,0.095301262,0,0.046375343,0,0,0.094721516,0,0,0,0.091899823,0.104800613,0.079240312,0.074675467
PE 42:8,0.014193922,0.007312494,0,0.005117153,0.028864117,0,0.001600942,0.002922562,0.054294373,0.050743976,0.001535716,0.013212333,0,0,0,0,0.048188205,0.021452115,0.003459914,0.016416572,0.053625841,0.051356686
PE 42:7,0.010758934,0.008763728,0,0.00245205,0.004022879,0.001320718,0.076675017,0.076433839,0.122564274,0.127002344,0,0.00360512,0,0,0,0,0.006054834,0.003264966,0,0,0.078023916,0.069879505
PE 42:6,0,0.036194313,0.295034484,0.155745277,0,0.040109864,0.10079786,0.100702284,0.152716744,0.165392532,0,0,0,0,0,0,0,0.04763405,0.718502877,0,0.114196266,0.109250207
PE 42:5,0.046450195,0.044447979,0.052259748,0.063846517,0.118745363,0.049259229,0.122928639,0.115537719,0.132694426,0.143967841,0.037482006,0,0,0,0,0,0.074203181,0.033037925,0,0,0.108630379,0.102854897
PE 42:3,0,0,0,0,0,0.001443103,0.041360106,0.040283813,0.032245653,0.035892793,0,0,0,0,0,0,0,0,0,0,0,0
PE 42:2,0.014816361,0.022116922,0.022137247,0.01843615,0.032823306,0.051114202,0.040380866,0.039800009,0.014368494,0.013953414,0,0,0,0,0,0,0.025789978,0.037013963,0.005389188,0.004111994,0.014027422,0.011848325
PE 42:1,0,0,0.087999452,0.089867822,0,0,0.046520158,0.040279902,0.010291651,0.011576251,0,0,0,0,0,0,0,0,0,0,0.011803232,0.010583969
PE 44:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 44:8,0,0,0,0,0,0,0,0,0.006096964,0.006592573,0,0,0,0,0,0,0,0,0,0,0.004103877,0.002727659
PE 44:7,0,0,0,0,0,0,0.013412171,0.015347641,0.018211808,0.019488593,0,0,0,0,0,0,0,0,0,0,0.007464449,0.008021446
PE 44:6,0,0,0,0,0,0,0.010957267,0.006622746,0.014624376,0,0,0,0,0,0,0,0.001392382,0,0,0,0.009767042,0.011687647
PE 44:5,0,0,0.00396083,0.004660255,0.012016451,0.002465272,0.031310757,0.034329853,0.036170726,0.031048676,0,0,0,0,0,0,0.004178937,0.003757977,0,0,0.028111585,0.027003801
PE 44:4,0,0,0.018397785,0.006275351,0,0,0.029106703,0.024333825,0.017222504,0,0,0,0,0,0,0,0,0,0.002563846,0,0.018221755,0.021239053
PE 44:3,0,0,0,0,0,0,0.001714304,0,0.001055964,0.002387537,0,0,0,0,0,0,0,0,0,0,0.003132773,0.002318097
