mol%,MCF10A cells,MCF10A cells,HCC1954 cells,HCC1954 cells,HCC1419 cells,HCC1419 cells,SK BR3 cells,SK BR3 cells,MCF10A CM,MCF10A CM,HCC1954 CM,HCC1954 CM,HCC1419 CM,HCC1419 CM,SK BR3 CM,SK BR3 CM
PC 36:4,0.40231721,0.410709614,1.073047648,1.045914807,0.516746294,0.53187107,1.196250887,1.197691064,0.331023085,0.335194088,0.93971652,0.944401594,0.999996864,1.015599275,0.688855006,0.719166662
PC 36:3,0.815363952,0.802584042,0.614611481,0.59913212,0.250374074,0.238604373,0.62633443,0.649795385,0.416496016,0.437667127,0.486872005,0.489815946,0.501502514,0.508276046,0.330071309,0.311944114
PC 36:2,5.014268268,4.964442709,2.778648988,2.723475912,3.433081474,3.336178334,1.103599683,1.131362203,2.310615976,2.428261508,1.928921822,1.937377788,2.013144274,2.029041212,0.629282638,0.606300902
PC 36:1,0,0,1.520780446,1.474469434,0,0,1.201181196,1.21221485,0,0,1.16454421,1.179530064,1.212990388,1.213868161,0.704337541,0.696526606
PC 36:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 38:6,0.090816787,0.090824778,0.207069609,0.198319053,0.095327495,0.094462361,0.192922332,0.196214457,0.032237614,0.034249927,0.122471026,0.118527122,0.127174435,0.131044843,0.123791915,0.133435807
PC 38:5,0.349208758,0.356682096,0.654695288,0.645570357,0.252536179,0.25337473,0.516339098,0.532863183,0.252547352,0.254192244,0.419880911,0.424153252,0.444017071,0.451514019,0.259960509,0.263131444
PC 38:4,0.166687165,0.164388779,0.474031723,0.451980079,0.116894734,0.115927725,0.238150875,0.236883035,0.123304838,0.1299728,0.393192826,0.390990757,0.408845011,0.420075357,0.167035956,0.164099259
PC 38:3,0.212514372,0.206218733,0.394774268,0.382279857,0.102124042,0.098235059,0.150259449,0.153591553,0.110738229,0.114134362,0.28069627,0.282965398,0.298555496,0.304243996,0.089174823,0.089532714
PC 38:2,0.270947394,0.263640747,0.577277623,0.564140891,0.329670207,0.318980594,0.01885677,0.019851346,0.11152479,0.115894489,0.374631387,0.379720641,0.393598901,0.394985435,0.011352859,0.030443774
PC 38:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 40:8,0.0098674,0.010028602,0.037912135,0.037118922,0.010353534,0.009305315,0.049378506,0.049682796,0.048181131,0.05244586,0.02733379,0.028709625,0.029084711,0.030188213,0.077669758,0.087159039
PC 40:7,0.021887643,0.022700358,0.132558494,0.127842718,0.094796704,0.093996721,0.096928784,0.097852564,0.008582713,0.010019143,0.071772098,0.071569884,0.075122065,0.07634027,0.049406538,0.045739244
PC 40:6,0.078453452,0.077348211,0.179335565,0.174451432,0.031823392,0.030251673,0.069464613,0.073199893,0.054341284,0.053488094,0.099359801,0.099535809,0.105036128,0.106000991,0.037637579,0.038610668
PC 40:5,0.043571882,0.041702702,0.279419647,0.274463145,0.038241707,0.038211879,0.076581652,0.07922105,0.043616762,0.047578096,0.164511116,0.163578094,0.175289788,0.177111883,0.039833815,0.042494046
PC 40:4,0.033104117,0.031270086,0.155975526,0.152190487,0.018113602,0.017761052,0,0,0.015899109,0.014526353,0.093242778,0.09217202,0.096323184,0.097273705,0,0
PC 40:3,0.017838268,0.01702605,0.034124043,0.033978539,0.013965371,0.013011283,0,0.001439987,0,0,0.019928607,0.020482565,0.019947936,0.019972125,0,0.0032963
PC 40:2,0.038219717,0.0382796,0.100717157,0.097950747,0.041474562,0.038631977,0.002339637,0.003108479,0.012449755,0.011551047,0.058204128,0.056062113,0.060378559,0.061651725,0,0
PC 40:1,0.011399575,0.010723315,0.060272935,0.05859933,0.016142837,0.015804466,0.002525842,0.00310618,0,0,0.031099194,0.032826749,0.032946704,0.032446606,0,0
PC 40:0,0,0,0.014009577,0.01380376,0.002079974,0.001791605,0.002344004,0.001669202,0,0,0.003558409,0.003593862,0.003554307,0.002611338,0,0
PC 42:9,0.001602596,0.001834408,0.018415313,0.017885037,0,0,0.013977485,0.014761944,0.017555596,0.014976481,0.013013119,0.014904223,0.010408404,0.01098424,0.008044881,0.018508887
PC 42:8,0,0,0.026770623,0.025631464,0,0,0.006051707,0.005751064,0,0,0.013329969,0.014101619,0.015021968,0.014550242,0,0
PC 42:7,0.029694751,0.023509927,0.041976624,0.04127497,0.009493076,0.009390081,0.001586767,0.001541522,0,0,0.016992994,0.017081887,0.018352375,0.018560912,0,0
PC 42:6,0.003286223,0.003295302,0.065487239,0.061984688,0.005609955,0.006252247,0.008803948,0.008333328,0,0,0.025535104,0.026084812,0.027207284,0.027404688,0.023139699,0.025189758
PC 42:5,0.002802876,0.003619036,0.059259166,0.059410487,0.002715601,0.002877878,0.003062627,0.002503419,0,0,0.027509583,0.028103799,0.030156328,0.031373336,0,0
PC 42:4,0.00264305,0.003350572,0.040148019,0.039108246,0,0.001124175,0.002351504,0.002553744,0,0,0.019054543,0.018613661,0.020796189,0.020765481,0,0
PC 42:3,0.007213116,0.007710711,0.026599648,0.027080206,0.001299037,0.00174597,0,0,0,0,0.013331425,0.015232246,0.014827614,0.014862983,0,0
PC 42:2,0.027251712,0.02651179,0.115810902,0.116188646,0.01603745,0.01506561,0.006514359,0.004982817,0.005463483,0.007210407,0.053871139,0.0563744,0.058913702,0.058377657,0,0
PC 42:1,0,0,0,0,0.016192205,0.01570764,0.008768401,0.008757561,0,0,0,0,0,0,0,0.001925902
PC 42:0,0,0,0.010099777,0.009419325,0,0,0.002977732,0.002938219,0,0,0.00382621,0.003630892,0.00421208,0.003523002,0,0
PC 44:10,0.006610651,0.008264475,0.003223355,0.003375083,0,0,0,0,0,0,0,0,0,0,0,0
PC 44:9,0.017572594,0.020619883,0.025192899,0.026122225,0.004749527,0.006456582,0.004071765,0.011241041,0.065543084,0.071037698,0.057483339,0.060361819,0.065187577,0.063739776,0.144569795,0.178169058
PC 44:7,0,0,0.01468855,0.014213023,0,0,0,0,0,0,0.00207478,0.001212812,0.001572102,0.002216668,0,0
PC 44:6,0,0,0.008651446,0.008510791,0,0,0,0,0,0,0.00175896,0.001740125,0.001932887,0.002878652,0,0
PC 44:5,0,0,0.034963516,0.033273918,0,0,0,0,0,0,0.016763339,0.01606197,0.017166167,0.017127859,0,0
PC 44:4,0,0,0.02119033,0.021737222,0,0,0.001343972,0.001370775,0,0,0.010420479,0.009355456,0.010743007,0.011612408,0,0
PC 44:3,0.004984716,0.006595478,0.032525818,0.030762795,0,0,0.001846077,0.002618003,0,0,0.014970212,0.016708129,0.017385134,0.017515042,0,0
PC 44:2,0.018274982,0.017450143,0.106336417,0.102746372,0.005661228,0.005032449,0.010676655,0.011926671,0.002702908,0.002089714,0.046099613,0.045959854,0.050019166,0.04944289,0,0
PC 44:1,0,0,0.044298194,0.045093176,0.007372051,0.006715418,0.014163139,0.01432036,0,0,0.019827418,0.020860207,0.021779436,0.02044669,0,0.006362004
PC 44:0,0,0,0.007057815,0.006679477,0,0,0,0,0,0,0,0,0,0.001118196,0,0
SM 32:2;2,0.02023821,0.016325788,0.010168561,0.009803613,0.009722216,0.009346315,0.005973229,0.006809639,0.018619518,0.0109167,0.003797992,0.007977239,0.008755328,0.010537152,0.010401528,0.023939126
SM 32:1;2,0.120000285,0.119385578,0.037501288,0.037130794,0.056799084,0.054784756,0.100636794,0.099673407,0.130155075,0.137909022,0.04705643,0.049289103,0.047414216,0.046591056,0.14601899,0.142720839
SM 32:0;2,0.003340089,0.003149735,0,0,0,0,0.002463304,0.002462878,0,0,0,0,0,0,0,0
SM 34:2;2,0.181458671,0.175170519,0.070688238,0.070639822,0.078664583,0.076807289,0.071631313,0.075006393,1.135486737,1.233624475,0.10192052,0.104133539,0.095631685,0.096754822,0.178746001,0.196961614
SM 34:1;2,2.416996549,2.344478185,1.392491764,1.36338364,1.143677173,1.11159387,2.215298978,2.195427774,3.174465951,3.350145159,1.408178393,1.434323506,1.421462464,1.430650149,3.322867302,3.381134221
SM 34:0;2,0.072951025,0.072145449,0.125986201,0.122929269,0,0,0.072314819,0.06958918,0.062237333,0.061010759,0.101199241,0.105021162,0.103326237,0.104110217,0.087624693,0.092204435
SM 36:2;2,0.015787142,0.016878723,0.041067737,0.038274126,0.11966715,0.111466453,0.014979973,0.015967148,0.056152965,0.049546917,0.069963529,0.068837101,0.042557326,0.038091833,0.066010232,0.103328265
SM 36:1;2,0.028714851,0.029201035,0.052655223,0.052051282,0.229001223,0.226354308,0.057299609,0.05512031,0.075107975,0.082727005,0.069707028,0.067623047,0.072720139,0.076705046,0.123670394,0.120308869
SM 38:2;2,0,0,0.00395499,0.003079317,0.002724121,0.001500633,0,0,0,0.002180408,0.010931243,0.010130261,0.010747656,0.011756466,0.007716725,0.03286607
SM 40:2;2,0.100949294,0.09730064,0.05112692,0.051159426,0.041457826,0.039873637,0.03745933,0.041022836,0.134040722,0.140777819,0.077722102,0.076219474,0.076567475,0.078737778,0.110126135,0.123187045
SM 40:1;2,0.10796104,0.102627063,0.099335862,0.096530529,0.107649646,0.107442931,0.263897999,0.266196954,0.221239151,0.23012687,0.121687155,0.126605737,0.128503057,0.128439733,0.393677399,0.405280012
SM 42:2;2,1.22130124,1.17600431,0.730064152,0.710620169,0.334177621,0.330634078,0.501703136,0.514738364,1.457035735,1.518472397,0.650408398,0.669430354,0.676711156,0.66739244,0.787332973,0.861323586
SM 42:1;2,0.068413915,0.061939956,0.095723688,0.091816473,0.200426318,0.189495201,0.704558349,0.707234536,0.220984908,0.198562201,0.100132043,0.10396284,0.106865674,0.100105581,0.815183755,0.843934286
SM 44:2;2,0.048581838,0.047727639,0.06418893,0.062171018,0,0,0.056528072,0.058802528,0.042618075,0.033471252,0.059781853,0.06378188,0.063334554,0.063700436,0.069228878,0.070650752
SM 44:1;2,0,0,0,0,0,0,0.085596238,0.084564056,0,0,0,0,0,0,0.091016519,0.096260996
TAG 54:2,0,0,0.109029418,0.107114253,0.285698117,0.260241609,0.164009815,0.171846361,0,0,0.177930963,0.177663145,0.446765486,0.445351551,0.270608521,0.273294758
TAG 52:1,0,0,0.09285101,0.097148112,0.17892398,0.162820839,0.403678515,0.430070725,0.011143109,0,0,0.072044476,0,0,0.404216283,0.416672229
TAG 50:4,0.023185539,0.023982719,0,0,0.003858165,0.004617755,0.064130352,0.072605572,0.05448871,0.053185286,0.006732337,0,0.01932303,0.015164237,0.136701448,0.134196539
TAG 60:11,0,0,0,0,0,0,0,0.004699367,0,0,0,0,0,0,0,0
TAG 48:2,0.178664834,0.182443471,0.027799562,0.02671489,0.087917694,0.082153052,0.291323653,0.319579517,0.129038721,0.126646611,0.030573197,0.028766287,0.073245316,0.074352493,0.501615176,0.494446934
TAG 56:4,0.109214515,0.106275318,0.021600744,0.020189482,0.031997366,0.030703648,0.061865199,0.066869341,0.04364984,0.039525902,0.059101544,0.058694594,0.146382616,0.158003644,0.112810916,0.109389475
TAG 50:2,0.528851335,0.528620243,0.0922776,0.092864711,0.406810877,0.380783064,0.571046501,0.616287291,0.333163427,0.343520708,0.142281261,0.138600877,0.367893062,0.371053328,1.041842771,1.038683923
TAG 50:3,0.166429262,0.172565915,0.013353411,0.015339383,0.058718371,0.0536911,0.183713361,0.200025841,0.159899718,0.164808952,0.031821951,0.033266394,0.079416299,0.077259543,0.392930581,0.394602743
TAG 58:6,0.014445027,0.019577173,0.016955225,0.017200277,0,0,0.046850615,0.053440644,0.004781493,0.003860754,0.061883289,0.062163571,0.162406453,0.164628974,0.094323005,0.089773481
TAG 56:3,0.196691637,0.195899124,0.043402143,0.043030824,0.110904487,0.101374134,0.044655188,0.048550877,0.056763407,0.056681203,0.09556013,0.096618087,0.249574517,0.244550509,0.068555797,0.070894752
TAG 48:3,0.001633291,0.003995779,0,0,0.006962817,0.005481085,0.055578713,0.060558018,0.036486187,0.036203912,0,0,0,0,0.10572396,0.108169601
TAG 58:7,0.017815202,0.021809064,0.00441114,0.007077422,0.002429589,0.001642867,0.043288132,0.047796867,0.004933411,0.006835204,0.046801367,0.047613324,0.119810384,0.123263631,0.094607804,0.094124801
TAG 56:7,0.006187124,0.003989328,0.00191376,0.001655357,0.004473663,0,0.076521099,0.087556217,0.029709539,0.02967069,0.035286671,0.035807762,0.096185574,0.097729886,0.181367495,0.18023962
TAG 48:1,0.210611098,0.20774527,0.10220661,0.101913194,0.306471062,0.28867103,1.103070662,1.169901134,0.132775895,0.12781215,0.080403156,0.080758693,0.210924225,0.217931125,1.109357123,1.107079495
TAG 56:6,0.042692506,0.045658234,0.020143327,0.021858445,0.008798275,0.007278426,0.143700004,0.164763104,0.049164849,0.051378844,0.079275663,0.07866042,0.202879798,0.207290198,0.318472528,0.31940503
TAG 56:2,0.089186835,0.087580003,0.072335444,0.070087418,0.075049458,0.06729885,0.045591513,0.049533219,0.039178617,0.038403513,0.062640944,0.063174698,0.162969366,0.164945767,0.051613187,0.054823664
TAG 52:3,0.491864251,0.493359532,0.040799147,0.042953682,0.245252997,0.226549565,0.293045616,0.318372771,0.323924073,0.32123407,0.103388157,0.098497693,0.286349521,0.292417813,0.622762678,0.622865217
TAG 48:0,0.029949063,0.027926822,0.066073555,0.067090164,0.101535986,0.094715765,0.876990727,0.89886784,0.004901653,0,0.034269753,0.030337743,0.102603729,0.099047441,0.477703657,0.495568237
TAG 54:6,0.012593922,0.015113411,0.001514322,0.001419987,0.002842175,0.003066792,0.115114071,0.128525098,0.049894528,0.052634696,0.022094956,0.023037209,0.070450465,0.067834736,0.251258473,0.246673282
TAG 52:2,0.761281995,0.756669783,0.167941041,0.169245856,0.965327519,0.905874794,0.542931634,0.581376373,0.381197236,0.38863372,0.301376894,0.297915929,0.824833738,0.833639395,0.940499813,0.929154151
TAG 52:5,0.009821573,0.00525106,0,0,0,0.00167519,0.118870695,0.132269007,0.059574155,0.061877938,0.013571522,0.012032941,0.036088151,0.033162188,0.230562736,0.227897488
TAG 58:8,0,0,0,0,0,0,0.035432458,0.040808043,0,0,0.026168185,0.023452601,0.066799417,0.065351583,0.086286546,0.081106935
TAG 54:3,0.857447627,0.858622454,0.038852159,0.039186185,0.478702812,0.443958774,0.164534235,0.178371378,0.10962644,0.103991129,0.066135816,0.061146661,0.334965279,0.339604987,0.072206769,0.066004969
TAG 56:5,0.080023542,0.076429533,0.02850885,0.028011207,0.020295394,0.01818043,0.166562424,0.183596809,0.063451375,0.069128605,0.106138658,0.107643733,0.275225815,0.274884817,0.34488615,0.342862993
TAG 60:8,0,0,0,0,0,0,0.006904416,0.009641227,0,0,0.018751563,0.018592185,0,0.045765828,0.013400891,0
TAG 54:5,0.043608064,0.043380123,0.014940421,0.016247855,0.009583854,0.007792271,0.211104678,0.234027809,0.035620691,0.027523493,0.033305627,0.034887226,0.132803554,0.136356378,0.367125119,0.378156789
TAG 54:4,0.18513084,0.187806613,0.012638285,0.013348891,0.053806741,0.050563306,0.170775574,0.1878025,0.037246459,0.018902963,0.0337239,0.036961027,0.173102059,0.176584011,0.256391238,0.250466662
TAG 52:4,0.092557625,0.090674773,0.006628332,0.00854659,0.025565564,0.023186983,0.158103673,0.173317033,0.119004345,0.113536,0.023718272,0.023606399,0.07996218,0.081913798,0.326689393,0.31964305
TAG 50:1,0.183113604,0.180973555,0.203013606,0.206392831,0.531160562,0.497466407,1.118745839,1.163930763,0.146245684,0.141122448,0.198505575,0.193520231,0.50589301,0.505707947,1.203803026,1.192671927
PE O-28:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE O-30:1,0,0,0,0,0,0.001914395,0.018172364,0.018252335,0,0,0,0,0,0,0,0
PE O-30:0,0,0,0.006713421,0,0,0,0.003789443,0.002346778,0,0,0,0,0,0,0,0
PE O-32:2,0.113242765,0.112042865,0.040104426,0.038496362,0.181085358,0.168389238,0.130754174,0.131179243,0.064135266,0.075107551,0.019720476,0.020655922,0.020456542,0.018830541,0.102167594,0.096282819
PE O-34:3,0.372722911,0.356100197,0.071826991,0.067214995,0.220701849,0.212206507,0.501023632,0.510858249,0.413090464,0.417091394,0.037166051,0.040797037,0.041454275,0.039031177,0.382607603,0.380406582
PE O-34:2,1.12444781,1.06890137,0.327935375,0.316612211,1.506816692,1.449329489,0.882877084,0.875783058,1.250354569,1.292340861,0.272575638,0.271067567,0.260084522,0.25693367,0.922083119,0.91574856
PE O-34:1,0,0,0.18907806,0.184049335,0.466350617,0.434792273,0.039017754,0.037576835,0,0,0.212482186,0.202490252,0.202340832,0.192718466,0.194241241,0.183914803
PE O-36:6,1.013209447,0.985583134,0,0,0,0,0.275544538,0.388868217,3.35497544,2.755238022,0,0,0,0,2.36735444,3.545298273
PE O-36:5,0.631021076,0.616947396,1.269439409,1.220533056,0.697101608,0.677688607,1.591110544,1.646030106,0.595432179,0.611119441,0.663660555,0.663392989,0.676442425,0.662561524,1.424987494,1.439956487
PE O-36:4,0.4033383,0.376850659,0.125393045,0.117878958,0.324583617,0.315938883,0.651047404,0.665754827,0.392317386,0.404810995,0.071191755,0.072898659,0.079130348,0.075972513,0.536263353,0.526510715
PE O-36:3,1.152133278,1.070059966,0.33084372,0.319492277,1.640592632,1.584375995,0.815096732,0.823726028,1.237159228,1.278790917,0.201170287,0.186528281,0.210861689,0.207388875,0.73429991,0.672790468
PE O-36:2,0.476535094,0.45793211,0.246745457,0.219761478,1.368142109,1.314403778,0.497294334,0.497040991,0.59986423,0.608711537,0.194488943,0.189959849,0.186616134,0.17347326,0.573873239,0.57909766
PE O-38:8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208927401,0.229256571
PE O-38:6,2.085071601,1.977323312,1.219208185,1.187617061,0.688026556,0.682331325,1.222333686,1.244146842,2.066035647,2.084787708,0.627629834,0.61544232,0.625947047,0.603864526,1.058254136,1.037820383
PE O-38:5,0.285977694,0.274679229,0.793527617,0.77767604,0.655884857,0.650794049,0.863427223,0.882259902,0.348252769,0.345779583,0.492197596,0.503757792,0.49707147,0.470827994,0.89095097,0.934874145
PE O-38:4,0.224972278,0.216616345,0.108411355,0.10063937,0.384152634,0.36941006,0.364780325,0.357269168,0.216385539,0.214051012,0.080524051,0.077560864,0.06613255,0.071278235,0.337295702,0.358486414
PE O-38:3,0.17718464,0.159983248,0.073156836,0.077791652,0.415064857,0.389926763,0,0,0.148953978,0.116544257,0,0,0,0,0,0
PE O-38:2,0,0,0,0,0.916732495,0.874530499,0,0,0,0,0,0,0,0,0,0
PE O-40:8,0.070394739,0.069425096,0.221087644,0.225330934,0.316612664,0.311108327,0.100163387,0.126142666,0.063465764,0,0.141231119,0.145109554,0.143138918,0.140428745,0.242680575,0.253894582
PE O-40:7,0.515310054,0.507391703,0.293554077,0.27283037,0.46039906,0.442292093,0.2514802,0.263049318,0.369440272,0.408633423,0.119019978,0.121507102,0.121351971,0.115690893,0.24344138,0.226230267
PE O-40:6,0.516261828,0.501109849,0.266306647,0.261258121,0.256059449,0.240102998,0.391215671,0.396675445,0.578721441,0.600973495,0.147633595,0.14725666,0.147787105,0.147853622,0.40911259,0.402554364
PE O-40:5,0.167192891,0.166751794,0,0,0.24002815,0.228416095,0,0.127009409,0.167800052,0.176853582,0.110684301,0.114230934,0.109246146,0.107612387,0.150343509,0.149852351
PE O-40:4,0.034394509,0.026561683,0,0,0.108328358,0.108235853,0,0,0,0,0,0,0,0,0,0
PE O-42:9,0.034220981,0.036791198,0.001963204,0,0.001997361,0.004167986,0.006214472,0.014697849,0.033569644,0.024859129,0.00410311,0.005056452,0.007491052,0.003908357,0.047253842,0.051667473
PE O-42:8,0,0,0,0,0.018981321,0.018682621,0,0,0,0,0,0,0,0,0,0
PE O-42:6,0,0.006988527,0,0,0.048740191,0.043592801,0,0,0,0,0,0,0,0,0,0
PE O-42:5,0,0,0,0,0.022630657,0.022756762,0,0,0,0,0,0,0,0,0,0
PE 28:0,0.012354174,0.019105969,0.005472285,0.004922798,0.006724294,0,0.010842547,0.016921673,0,0,0,0.091678033,0,0,0,0
PE 30:1,0.009368746,0.012105715,0.004389592,0.003587462,0.002194413,0.002116546,0.010321618,0.009944912,0.001034538,0.0013858,0,0,0,0,0,0
PE 30:0,0.001470248,0.002479983,0.002399484,0.001972198,0.010183175,0.008905963,0.025535329,0.021026538,0,0,0,0,0,0,0,0
PE 32:1,0.198356371,0.195691307,0.197500425,0.190574933,0.148537368,0.143261831,0.256659134,0.259436028,0.115286165,0.120705502,0.084269391,0.087540686,0.090399603,0.09026426,0.067243344,0.059506931
PE 32:0,0.055524069,0.052626685,0.376826686,0.365802002,0.442847962,0.421049296,0.528806746,0.522408365,0,0,0.211023979,0.204325057,0.195980256,0.190794856,0.150366221,0.147493661
PE 34:3,0.044470443,0.042381701,0.069000977,0.066084325,0.036810979,0.035911136,0.062354749,0.063727925,0,0.00229504,0.03655239,0.037716875,0.035003286,0.033832561,0.010364731,0.007913493
PE 34:2,0.559986481,0.529961529,0.517546034,0.510219868,0.406615239,0.388218055,0.446879901,0.452981804,0.376015789,0.403310749,0.237001179,0.242574424,0.241236382,0.238952373,0.166615683,0.160968669
PE 34:1,1.3336152,1.265920487,1.641681656,1.587950637,1.750195475,1.686879327,1.841362051,1.84111025,0.880290525,0.908300805,1.002600271,1.02168268,0.996423178,0.993591634,0.72271982,0.716140914
PE 36:5,0.126687234,0.131043912,0.163563358,0.165979977,0.063520953,0.067443703,0.193932265,0.217598111,0.085432118,0.06666496,0.097708091,0.093865728,0.091616008,0.095727825,0.067961006,0.063757562
PE 36:4,0.252829868,0.266803767,0.619162845,0.611704743,0.2203096,0.221109883,1.103071118,1.161029669,0.209388891,0.191759695,0.367028189,0.373685556,0.3692897,0.358932594,0.398092525,0.407994859
PE 36:3,0.525172869,0.509675366,0.64017856,0.624016126,0.294419982,0.282222596,0.397585976,0.390213726,0.41251405,0.435984368,0.413658205,0.409365559,0.409836216,0.41374042,0.212859405,0.213205577
PE 36:2,2.728345422,2.63153855,2.738755058,2.664187983,2.545632041,2.42564361,1.690606366,1.721595557,2.127076649,2.176958895,1.728091397,1.748382876,1.747389224,1.717978542,0.840398471,0.84938085
PE 36:1,1.910487538,1.807557964,4.728668834,4.648822105,7.3374519,6.93199629,5.55944141,5.508657545,1.607063722,1.700008499,3.578072873,3.485472631,3.383880413,3.351870972,2.694243823,2.68018571
PE 38:6,0.241247766,0.227841195,0.257397063,0.258057903,0.104130666,0.10296001,0.283744667,0.299457014,0.123042558,0.130437993,0.143433617,0.14312151,0.140640509,0.139633171,0.086071828,0.087039707
PE 38:4,0.59682023,0.602347819,2.796208313,2.742060618,0.995065269,0.972617145,3.295884729,3.380454541,0.353624237,0.37469795,1.370803151,1.384010085,1.403425865,1.372961824,1.205480583,1.234129029
PE 38:3,0.204380781,0.189703271,0.312364995,0,0.271623497,0.257265718,0,0,0.092617382,0.088771714,0.246009017,0.241696457,0.253763379,0.239002643,0,0
PE 38:2,0.262244041,0.240514305,0.77731857,0.755857592,1.191732152,1.126411676,0.516739568,0.528918611,0.219942399,0.245118986,0.57608227,0.566567988,0.554660007,0.545637987,0.282989474,0.272890833
PE 38:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 40:7,0.065886812,0.067405846,0.466897711,0.462795864,0.199948285,0.193891912,0.338602482,0.416100551,0.008542155,0.012588229,0.284146814,0.288427144,0.284630862,0.279426622,0.233450311,0.271819785
PE 40:6,0.079705504,0.078997763,0.61722609,0.625366713,0.314279788,0.305682355,0.753289457,0.769124879,0.018429006,0.02364613,0.204951738,0.206603596,0.212054263,0.213242031,0.227329021,0.220797385
PE 40:5,0.130651343,0.131661602,0.856616726,0.837253412,0.245959068,0.232506727,0.734736594,0.75254108,0.09624985,0.094003239,0.405311785,0.421863502,0.410118513,0.398754306,0.288400465,0.302738419
PE 40:4,0.069920311,0.059856377,0.460336354,0.439010625,0.348667286,0.350798055,0,0,0.006146661,0.006297733,0.335170182,0.336137573,0.322465711,0.317425142,0,0
PE 40:3,0.08763367,0.079890532,0.348044609,0.334059424,0.191975163,0.189919507,0.122974404,0.106106383,0.009831974,0.014011349,0.242015414,0.232462014,0.22759666,0.218511498,0.067504689,0.048045585
PE 40:2,0.199268552,0.18411813,0.986658475,0.968362192,0.844917019,0.801881346,0,0,0.16836793,0.165546432,0.60532011,0.589509864,0.576711745,0.569272817,0,0
PE 40:1,0.035513872,0.020426148,0,0,0.448866122,0.425646692,0.062615552,0.067407779,0.024102503,0,0,0,0,0,0,0
PE 42:8,0.002708466,0.007114811,0.084702417,0.087052079,0.001631337,0.001685368,0.051455613,0.06378581,0,0,0.075825922,0.074512668,0.067794758,0.071458308,0.041652858,0.033307179
PE 42:7,0,0,0.098289272,0.094656848,0.041307871,0.047811134,0.031524853,0,0,0,0.030662012,0.026097998,0.034613255,0.024836691,0,0
PE 42:6,0,0,0.099381077,0.10297602,0.059520535,0.059132896,0.050413812,0.044142971,0,0,0.047203097,0.047455909,0.048906693,0.050370482,0,0
PE 42:5,0.020595405,0.021369124,0.274613398,0.260237434,0.087945246,0.088167601,0.077129848,0.076065108,0,0,0.147975024,0.150877278,0.144003129,0.14500342,0,0
PE 42:2,0.02207081,0.023496184,0.076743191,0.074265922,0.053277552,0.051660584,0,0,0,0,0.038271904,0.037141048,0.038258232,0.036434085,0,0
PE 42:1,0.005892818,0.009333416,0.017018823,0.021939584,0.050102101,0.050593675,0,0,0,0.008741826,0.006181206,0.008522403,0.001155229,0,0,0
PE 44:8,0,0,0.003787967,0.005486799,0,0,0,0,0,0,0.003177676,0.001369595,0,0,0,0
PE 44:7,0,0,0.011551777,0.011387804,0.002446013,0.002485559,0,0,0,0,0,0,0,0,0,0
PE 44:6,0,0,0.025592249,0.024553834,0.001045435,0.001544694,0,0,0,0,0.006345241,0.002311879,0.006551661,0.003556954,0,0
PE 44:5,0.002183818,0.002839831,0.094767911,0.095772727,0.009054983,0.012288908,0,0,0,0,0.032310117,0.028579703,0.035527831,0.038808302,0,0
PE 44:4,0,0,0.032539882,0.030577308,0.014567095,0.009463297,0,0,0,0,0.005437501,0.00459322,0.00522015,0,0,0
PE 44:3,0,0,0.006484995,0.00739809,0,0,0,0,0,0,0,0,0,0.001053663,0,0
PE 44:2,0.005921783,0.004581763,0.074550718,0.068780189,0.002946199,0.002505325,0,0,0,0,0.018160121,0.022174307,0.02165968,0.020656889,0,0
PE 44:1,0,0,0.026836437,0.026759358,0.003688005,0.002741333,0,0,0,0.001888822,0.005288859,0.009140687,0.005970484,0.006322584,0,0
LPA,0.00355448,0.006273977,0.013512658,0.014245823,0.012032916,0.011568033,0.03319082,0.033034832,0,0.002715229,0.00489486,0.006283959,0.009973692,0.011800248,0.116633301,0.115191307
LPI O-,0.027960675,0.027585265,0,0.001146387,0.002130987,0.002373484,0,0,0,0,0,0,0,0,0,0
LPI,0.570983263,0.568999812,0.955536643,0.984816845,0.754970603,0.744873799,0.775260777,0.783412258,0.254386296,0.259753745,0.171595364,0.1748907,0.153206053,0.157277435,0.021163044,0
LPS O-,0,0.001088988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPS,0.044072668,0.042932845,0.057719364,0.058759142,0.04566363,0.044914641,0.021268987,0.02141596,0,0,0.032862567,0.032548756,0.025806666,0.016996525,0.016270699,0
PA,0.163589044,0.158033126,0.280128737,0.267575114,0.316823741,0.313836883,0.494254311,0.495368976,0.121982925,0.117891208,0.203305684,0.197254932,0.158560289,0.139860678,0.126589671,0.060811764
PA O-,0.006586683,0.006007675,0.008903435,0.008283844,0.045980443,0.046556974,0.027713489,0.007213206,0,0,0,0,0,0,0,0
PI O-,0.740498549,0.755602972,0.018719152,0.021465136,0.181324789,0.189652649,0.177769209,0.175197531,0.772096168,0.715698977,0.015710654,0.021925952,0.002702644,0,0.163657319,0.091939304
