mol%,BT 549 cells,BT 549 cells,HCC1599 cells,HCC1599 cells,HCC1143 cells,HCC1143 cells,SUM1315 cells,SUM1315 cells,HCC1937 cells,HCC1937 cells,BT 549 CM,BT 549 CM,HCC1599 CM,HCC1599 CM,HCC1143 CM,HCC1143 CM,SUM1315 CM,SUM1315 CM,HCC1937 CM,HCC1937 CM
PC O-36:2,0.077568078,0.087720549,0.317086378,0.345698156,0.062142156,0.046671165,0.615546208,0.67492015,0.078196351,0.076723088,0.076423616,0.077953339,0.293442189,0.289731842,0.041021779,0.037477547,0.506130448,0.534551453,0.077654904,0.081480402
PC O-36:1,0.021518551,0.021349047,0.153479705,0.168643305,0.01366461,0.02027063,0.14365435,0.161758169,0.028490043,0.027141306,0.019062988,0.017724015,0.159692356,0.160758061,0.012899669,0.011463162,0.145406448,0.154873033,0.046164312,0.048963457
PC O-38:6,0.04311565,0.036183296,0.276517054,0.30754376,0.047179143,0.058457565,0.539192964,0.603668497,0.097478371,0.099570917,0.042583636,0.038693211,0.197856173,0.184438256,0.187616943,0.176496612,0.38978746,0.420576071,0.077827471,0.084699572
PC O-38:5,0.074446551,0.075283092,0.348695166,0.384095371,0.1453328,0.147520453,1.110651765,1.219729207,0.239152059,0.235693671,0.082218816,0.086567759,0.267906045,0.278247651,0.193286582,0.181220846,0.812486025,0.854198126,0.175015067,0.186658039
PC O-38:4,0.023499966,0.022807984,0.157114456,0.172609458,0.026641132,0.028281424,0.388495893,0.419753459,0.088151068,0.088119102,0.02048767,0.020576735,0.123800747,0.124414083,0.02954546,0.029330449,0.307481314,0.321236673,0.077223491,0.077892684
PC O-38:3,0.004894609,0.006908463,0,0.065348168,0.007676611,0.008476839,0.136582773,0.149509954,0.009052219,0.007976282,0.003044453,0.003680359,0.046764703,0.0451963,0.014108064,0.013154155,0.100929806,0.107063173,0.009279596,0.009831661
PC O-38:2,0.00830688,0.008166391,0.017942541,0.019374848,0.003653967,0.00582248,0.070483228,0.074158672,0.002519558,0.0016042,0.006488745,0.005323392,0.014938708,0.016965593,0.009342145,0.005235932,0.051006701,0.057011163,0.001341198,0.00352558
PC O-38:1,0,0,0,0,0,0,0.028250207,0.032224944,0,0,0,0,0,0,0,0,0.024996207,0,0,0
PC O-38:0,0,0,0,0,0,0,0,0,0.003901465,0.004332598,0,0,0,0,0,0,0,0,0.023396451,0.025720376
PC O-40:7,0.020094187,0.018965716,0.154110976,0.164182999,0.391840108,0.37520981,0.339383292,0.362120629,0.040709995,0.039343354,0.017967128,0.015632513,0.11287229,0.110221109,0.055341624,0.051895083,0.230112907,0.236207047,0.02550975,0.02661012
PC O-40:6,0.018779212,0.020848066,0.135278532,0.148941657,0,0,0.452128948,0.485685879,0.059637752,0.059512773,0.017865222,0.017898478,0.103431,0.100026293,0.050585821,0.047557878,0.29131589,0.309216207,0.038566259,0.041647847
PC O-40:5,0.015325784,0.017025128,0.050533288,0.057058317,0.024443683,0.024224083,0.294374683,0.32233798,0.052771598,0.051116324,0.014920768,0.014712967,0.041311932,0.041795756,0.027636313,0.026474398,0.206206274,0.216927364,0.037964199,0.040683622
PC O-40:4,0.005435299,0.006651691,0.012106291,0.015264551,0,0.001289884,0,0,0.021887861,0.021834062,0.002980189,0.002480841,0.00894079,0.008194451,0.007999294,0.007763815,0,0,0.015397059,0.017355041
PC O-40:3,0.001475837,0.002234673,0.005856787,0.005086725,0.003174812,0,0.041253389,0.045549128,0,0,0,0,0.00177824,0.001440291,0.003485528,0,0.029930536,0.031613712,0,0
PC O-40:2,0,0.001155531,0,0,0,0,0,0,0,0.014149186,0,0,0,0,0,0,0,0,0.020487721,0.022522473
PC O-40:1,0.00193537,0.003374054,0.001606896,0.001336209,0.001316739,0.002352118,0.016719827,0.020148525,0.001642157,0,0.001593665,0.001868813,0,0,0.004934975,0.004643222,0.015249863,0.015152676,0.003981635,0.004695906
PC O-42:7,0.001431818,0.004802337,0.005677635,0.004269275,0,0.004473892,0.045969419,0.085241985,0.030253644,0.027235933,0.01500973,0.021707282,0.030481684,0.035520491,0.055827713,0.03362731,0.049452937,0.032067297,0.003316967,0.001482298
PC O-42:6,0.003508996,0.002177393,0.005113006,0.0066921,0,0,0.031948606,0.028911269,0,0,0,0,0,0,0,0,0.011086105,0.014251426,0,0
PC O-42:5,0.009696199,0.012024156,0.001552228,0.002836709,0.011560948,0.017327063,0.035997925,0.038872667,0.015410032,0.014235729,0.006080527,0.006457356,0.004476203,0.005737208,0.011646167,0.009166971,0.025774731,0.028806392,0.013457033,0.012824261
PC O-42:4,0,0.002605537,0,0,0,0,0.013807924,0.013671073,0.008396818,0.007806824,0,0,0,0,0,0.003498162,0.007529453,0.007492379,0.005712485,0.005605916
PC O-42:3,0,0,0,0,0,0,0.006289298,0.009555186,0,0,0,0,0,0,0,0,0.002130094,0.001382704,0,0
PC O-42:2,0,0,0,0,0.001480364,0.01119903,0.017908262,0.01824515,0,0,0,0,0,0,0.00279635,0.00154906,0.01005349,0.012087693,0,0
PC O-42:1,0,0,0,0,0,0,0,0.001485347,0,0,0,0,0,0,0,0,0,0,0,0
PC O-44:7,0,0,0,0,0,0,0,0.001518031,0,0,0,0,0,0,0.001326875,0,0,0,0,0
PC O-44:6,0,0,0,0,0,0,0,0.00368181,0,0,0,0,0,0,0.001266858,0.00122723,0,0,0,0
PC O-44:5,0.002053396,0.002826726,0,0,0.007129799,0.010732716,0.016036468,0.018272402,0.007159505,0.006746972,0.00105975,0.002683733,0.001009757,0.005919648,0.016340401,0.012555968,0.013869222,0.009226728,0.001007212,0.001503718
PC O-44:4,0.017150237,0.021134219,0.024792911,0.030851236,0,0,0,0,0,0,0.005993112,0.00575311,0.03431222,0.03803977,0,0,0,0,0.038293936,0.035957709
PC O-44:3,0,0,0.003512543,0.003294018,0,0,0,0.001547003,0,0,0,0,0,0,0.00469293,0.004488888,0,0,0,0.002725648
PC O-44:2,0,0,0,0,0,0.011288297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC O-44:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 28:0,0.018175808,0.019190858,0.022171869,0.024233447,0.207053344,0.214533756,0.044374552,0.048457594,0.009295986,0.009055576,0.012185182,0.012275276,0.015872571,0.015705636,0.12829277,0.122386808,0.035055205,0.037099153,0.003679783,0.003508216
PC 30:1,0.082763102,0.090081708,0.081184674,0.090187531,0.293540318,0.351076986,0.164522455,0.17088942,0.047084091,0.047927888,0.048733578,0.050513839,0.061509097,0.059494156,0.220976605,0.205919572,0.107229277,0.113005188,0.02448634,0.025371447
PC 30:0,0.294056964,0.303489766,0.277159792,0.302685608,1.10248762,1.180058358,0.499013563,0.556910683,0.215632156,0.211491742,0.213579881,0.212476141,0.206041641,0.200677699,0.768997809,0.742993891,0.405703265,0.431348423,0,0
PC 32:2,0.284799888,0.321533324,0.155672606,0.170954939,0.246461645,0.292983462,0.368685461,0.386031248,0.207368244,0.208847203,0.161018164,0.162777517,0.110078891,0.106733698,0.18237809,0.173013589,0.233563274,0.245569016,0.112419837,0.117499343
PC 32:1,1.561203767,1.710287929,1.390153285,1.53512138,3.066134113,3.530812489,2.485594721,2.578947801,1.392664378,1.389628075,0.963422978,0.975134326,1.115562789,1.121097125,2.410734128,2.266448667,1.768719042,1.866578865,0.937600169,1.00552493
PC 32:0,0.749738409,0.791465719,0.412878563,0.447798471,0.54243894,0.558333745,0.586307787,0.686216461,0.956964756,0.95188015,0.684672781,0.696407299,0.356954206,0.354467411,0.486175048,0.517512163,0.635459491,0.688869651,0.932140813,1.005889462
PC 34:4,0.324406305,0.209095586,0.056109775,0.096677073,0.353368009,0.43248041,0.251825727,0.186885498,0.153106125,0.138128486,0.115876547,0.117747384,0.063241755,0.097727009,0.24332149,0.227579862,0.165724935,0.15620152,0.080520447,0.08072983
PC 34:3,0.37491422,0.325077233,0.09889349,0.121265902,0.193711608,0.219596325,0.262226195,0.258267144,0.379272571,0.371549075,0.191581514,0.191646858,0.081891519,0.095996092,0.162561912,0.156410742,0.183726052,0.186670063,0.221327954,0.230012137
PC 34:2,1.583824886,1.738088404,1.121667175,1.239520887,1.114940371,1.227262792,1.841088707,1.986530803,1.983302254,1.984306409,0.891752754,0.903214211,0.826159017,0.830792322,0.941429455,0.884221104,1.168218142,1.240814852,1.218679185,1.28857799
PC 34:1,6.504247635,7.068117779,6.393408252,6.980355836,7.678931284,8.144717287,8.806701724,9.452389093,6.172164853,6.151430738,4.3507868,4.40084635,5.185776974,5.195137074,6.651226873,6.315338231,6.684552689,7.025344741,4.339999602,4.682024228
PC 34:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557760418,0.603331444
PC 36:5,0.443015314,0.335950472,0.0854221,0.120434003,0.265623226,0.258161465,0.269864843,0.250290902,0.281262824,0.25754753,0.175030423,0.177513517,0.070067402,0.098422038,0.225701698,0.210337568,0.168554958,0.165532253,0.124712031,0.129316843
PC 36:4,1.390638242,0.937635907,0.358640744,0.535906888,1.201026481,1.333441602,1.092068814,0.942446056,1.01187943,0.944158394,0.586340603,0.591726307,0.387253432,0.548923138,1.021935881,0.954602324,0.783831921,0.757521136,0.551837906,0.561917116
PC 36:3,0.593536977,0.633052736,0.384169084,0.41957159,0.395421852,0.413697639,0.553433216,0.601413687,1.569289152,1.550492592,0.360027211,0.364708728,0.258644434,0.260733835,0.36050652,0.344752135,0.351557961,0.372659327,0.909605048,0.96577728
PC 36:2,3.46358241,3.786347982,3.113492522,3.396375083,1.392942676,1.449747834,3.840141784,4.194057099,3.678230711,3.667380482,1.856978108,1.882493007,2.213136962,2.21896364,1.210845248,1.148943278,2.462559036,2.593998585,2.21562504,2.368957818
PC 36:1,0.682603965,0.742534404,1.139566716,1.256774028,1.287859282,1.31096109,0.68782535,0.734517911,1.447847828,1.443477715,0.710702604,0.726079085,1.405660785,1.408028398,1.228541547,1.161622773,0.737051102,0.773874556,1.111645401,1.200892047
PC 38:6,0.422426297,0.410880929,0.173821738,0.195362212,0.174684625,0.187522614,0.262217618,0.272363057,0.338734283,0.319057713,0.16088533,0.160224821,0.069452269,0.076706983,0.20671246,0.197504133,0.095909495,0.100070529,0.108834141,0.113168268
PC 38:5,1.053452361,0.834321456,0.297483784,0.391625847,0.478991249,0.446158255,0.875477635,0.875445053,1.027774252,0.988751844,0.457786984,0.460171885,0.250731266,0.317928342,0.457943114,0.415980184,0.509369603,0.51194897,0.423065142,0.440637663
PC 38:4,0.430458577,0.403416367,0.271758175,0.31978904,0.462416139,0.483170881,0.439594966,0.45531972,0.903339298,0.878782336,0.314332967,0.319328704,0.258705657,0.29809335,0.456562381,0.432707726,0.314693716,0.324987372,0.471691074,0.504563675
PC 38:3,0.150307529,0.177809221,0.199842032,0.210459667,0.150903542,0.146987491,0.270071667,0.293767425,0.264968431,0.269367233,0.099721357,0.099563163,0.141554126,0.131065807,0.141043727,0.135900701,0.170035288,0.182992568,0.153190601,0.166142309
PC 38:2,0.210434056,0.228027798,0.164427375,0.179824829,0.265240724,0.261010972,0.406345134,0.441162684,0.250986276,0.246311935,0.115921115,0.1169554,0.133782435,0.133976002,0.240822076,0.231803798,0.269666532,0.276275828,0.153539621,0.163578911
PC 38:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002951356,0.002862948
PC 40:8,0.141038149,0.08120156,0.012680694,0.01977356,0.173319674,0.017346293,0.046391235,0.034950846,0.095066958,0.085921551,0.026745234,0.02918576,0,0.004877982,0.02896339,0.02713396,0.001935859,0,0.023790557,0.020559723
PC 40:7,0.361386657,0.357449772,0.164637323,0.185794722,0.108850841,0.117581952,0.200384327,0.20521824,0.266536606,0.250211551,0.169974051,0.169701863,0.094989015,0.101092301,0.100691766,0.09737498,0.114062691,0.116997374,0.086936327,0.090455193
PC 40:6,0.218167844,0.223662978,0.107230117,0.120986409,0.137381907,0.158067337,0.283163722,0.299006555,0.297900876,0.29512408,0.127439,0.129975521,0.096816421,0.098698556,0.15815408,0.145737801,0.155733714,0.163227954,0.105779384,0.113726863
PC 40:5,0.175710622,0.173484556,0.04699156,0.051702563,0.158587865,0.140688949,0.241645365,0.254472978,0.320832073,0.316804203,0.11049634,0.11144118,0.049552612,0.051043474,0.15593144,0.143139025,0.136570059,0.14019684,0.135946992,0.147774668
PC 40:4,0.052956882,0.056732264,0.022378025,0.025193259,0.063219237,0.062965899,0.078293597,0.08330022,0.131730541,0.133287327,0.038249641,0.039710484,0.017147522,0.018844507,0.072331863,0.06906347,0.054356712,0.054417041,0.06966463,0.07686044
PC 40:3,0.025495463,0.027630297,0.012701087,0.012826174,0.036242128,0.035852859,0.045809395,0.050867774,0,0,0.013743542,0.014722285,0.007352239,0.005219312,0.03614252,0.036708029,0.028532135,0.029502185,0,0.018902751
PC 40:2,0.027630801,0.030102962,0.012943984,0.014514064,0.054516683,0.053689537,0.053911872,0.055995291,0.035011016,0.034263689,0.014487836,0.014652006,0.009923325,0.007403897,0.05048302,0.048870508,0.035389966,0.036326585,0.020854569,0.02181867
PC 40:1,0.010914127,0.012569626,0.004345609,0.003819411,0,0,0,0,0.01881981,0.017989096,0,0.004573634,0.003999588,0.004217358,0,0,0,0,0,0.013029848
PC 40:0,0,0,0,0,0,0,0,0,0.006214813,0.006528548,0,0,0,0,0,0,0,0,0,0
PC 42:9,0.05080292,0.036866363,0.009600609,0.012594004,0.026007027,0.025579753,0.035291958,0.026567707,0.045746778,0.038679182,0.01911498,0.019079082,0.004753207,0.008335808,0.016757073,0.020766764,0.017231805,0.014265252,0.010145625,0.010305389
PC 42:8,0.035720616,0.026325183,0.00724221,0.007814725,0.021156794,0.017901979,0.030620855,0.026226616,0.044914854,0.041977587,0.012919604,0.013528538,0,0.001547191,0.015230256,0.013870899,0.014455086,0.014044204,0.013297586,0.012467515
PC 42:7,0.062375492,0.065157309,0.012049477,0.013409937,0.263767437,0.23708835,0.051804371,0.054889881,0.040872712,0.037515469,0.027052152,0.027130493,0.003789474,0.001758321,0.026548465,0.024935822,0.026782746,0.027103524,0.012491197,0.012863178
PC 42:6,0.058637021,0.062197006,0.007485885,0.007160005,0,0,0.047660625,0.050899155,0.055101034,0.053015479,0.032377053,0.030968363,0.002941743,0.002247494,0.02829231,0.029543463,0.023965765,0.026265889,0.01736481,0.017518854
PC 42:5,0.030358159,0.029280626,0,0.00184267,0.029818455,0.028181979,0.032300076,0.033528281,0.056587639,0.056160948,0.017180784,0.01747427,0,0,0.024203955,0.020159279,0.017553303,0.018283962,0.021509297,0.023113164
PC 42:4,0.021536879,0.022043192,0,0,0.010235888,0.013029685,0.021902621,0.024051868,0.03705334,0.037798318,0.010153434,0.010486135,0,0,0.014801428,0.013586656,0.010069249,0.011121172,0.015243855,0.015969493
PC 42:3,0,0,0,0,0.010862686,0.01090107,0.010545036,0.011456034,0.012353073,0.01226668,0,0,0,0,0.012576249,0.011840435,0.004426617,0.002907793,0.005626417,0.006272701
PC 42:2,0.025203995,0.024806132,0.004772108,0.003682847,0.039970729,0.033669634,0.038653884,0.040527427,0.036544023,0.035553579,0.010502891,0.011370909,0.002092476,0.001488284,0.032640948,0.032304843,0.025940593,0.025956563,0.019353546,0.019519475
PC 42:1,0.017019944,0.018635718,0.010287065,0.011126406,0.018640821,0.020367033,0,0,0.029017873,0.028639166,0.008423066,0.00862118,0.013385993,0.013327039,0.018283675,0.017171495,0,0,0.014602516,0.015704015
PC 42:0,0.001436761,0.002345581,0,0,0.001723025,0.001619511,0,0,0.005846816,0.00486784,0,0,0,0,0.002774789,0.003093873,0,0,0,0
PC 44:10,0.019056151,0.01568673,0,0,0.009657618,0.017690916,0.011414223,0.003831813,0.010272108,0.008726672,0.003248999,0.003355986,0,0,0.001769342,0.002773733,0,0,0,0
PC 44:9,0.032700768,0.040232969,0.001558156,0.002582047,0.086639742,0.112771081,0.060581955,0.056083026,0.049049842,0.048031809,0.079510657,0.087748477,0.063099837,0.084349165,0.058490282,0.058155432,0.147949874,0.161916959,0.050296909,0.05022599
PC 44:7,0.028243573,0.02969978,0,0,0.001028454,0.005428871,0.011005944,0.011167857,0.011772827,0.011165337,0.009601182,0.011298227,0,0,0.004489199,0.004693552,0.001420408,0.001419835,0,0
PC 44:6,0.007564419,0.008233031,0,0,0.001693356,0.002031727,0.003661867,0.004365799,0.005316966,0.005355217,0.001642602,0.002321948,0,0,0.003241674,0.00168415,0,0,0,0
PC 44:5,0,0.008251755,0,0,0,0,0.007338497,0.008581477,0.013899722,0.014438142,0.001388994,0.001015704,0,0,0.008415358,0.003782418,0.002094723,0.00137461,0.004782014,0.00489938
PC 44:4,0.066918008,0.011077608,0,0,0.079009808,0.008238417,0.00307579,0.003932627,0.015424187,0.015224114,0.003275308,0.001665773,0,0,0.008606496,0.007953346,0,0,0.003416134,0.004327607
PC 44:3,0,0.007654289,0,0,0,0.007793565,0.006485041,0.008015153,0.017004883,0.016459088,0,0,0,0,0.012019286,0.01084701,0.001495423,0.00125648,0.007290409,0.007736189
PC 44:2,0.019379683,0.019341416,0.001955331,0.002805931,0.027725701,0.024408083,0.019719503,0.01988304,0.026150801,0.025926601,0.006473347,0.005862836,0,0,0.022215492,0.021412791,0.009547136,0.011731919,0.010324676,0.010977089
PC 44:1,0.01022626,0.011484089,0.007552282,0.005585976,0.016449461,0.016920422,0,0,0.016496912,0.016135199,0.002501377,0.003529027,0.006553638,0.004913897,0.016831743,0.015441531,0,0,0.006017612,0.005820446
SM 32:2;2,0.034383306,0.008472192,0.001865204,0.001750455,0.144032348,0.022525214,0.012830848,0.006141456,0.010726329,0.009112123,0.002333654,0.004176062,0,0,0.003661691,0.013682549,0.005709188,0.003755662,0.007466302,0.007592507
SM 32:1;2,0.088531609,0.099527165,0.039302348,0.041065886,0.105150692,0.122716886,0.087397486,0.088610005,0.078506577,0.078430377,0.104591106,0.106492197,0.058477026,0.054192583,0.084579147,0.081939812,0.092044977,0.095038632,0.108375898,0.109142509
SM 32:0;2,0.01259039,0.017674107,0,0,0,0.001328735,0,0,0.002476153,0.002436945,0.015036203,0.017106919,0,0,0.005090112,0.003575276,0,0,0.001779831,0.002107051
SM 34:2;2,0.184218552,0.146345771,0.039022866,0.04301739,0.138505765,0.12182963,0.13963396,0.125589592,0.100262994,0.099517324,0.141678928,0.141828193,0.08924445,0.091854408,0.067494032,0.072736573,0.110973696,0.114220058,0.176334447,0.182058892
SM 34:1;2,1.872048869,2.022016282,1.552091283,1.66322521,1.540378735,1.94268684,1.657011536,1.673253303,1.79152394,1.766940252,2.098624708,2.091774645,2.077563459,2.021258457,1.170863912,1.201085559,1.858437923,1.960550614,2.331385115,2.395872507
SM 34:0;2,0.369253444,0.414318322,0.050909468,0.05164275,0.083180615,0.067088018,0.080020036,0.093620609,0.099337145,0.096290384,0.401969666,0.398061076,0.067559564,0.063103854,0.091964255,0.08648029,0.068065275,0.068649471,0.104639528,0.107075478
SM 36:2;2,0.214117879,0.198499805,0.111609421,0.110767605,0.186678972,0.189045746,0.208901972,0.143221835,0.104925658,0.096481327,0.120113819,0.122984649,0.174271297,0.179275644,0.074888059,0.076218515,0.076579976,0.072680315,0.145535766,0.151130648
SM 36:1;2,0.280452231,0.326330825,0.502571516,0.540586186,0.273162212,0.393651418,0.12096764,0.085794913,0.220168603,0.222618275,0.381376673,0.367498118,0.668347196,0.654807506,0.208786268,0.202679414,0.122941407,0.131585752,0.305448124,0.322113962
SM 36:0;2,0.030070148,0.032735036,0,0,0,0,0,0,0,0,0.054917198,0.053731315,0,0,0,0,0,0,0.00120519,0
SM 38:2;2,0.015190955,0.021823217,0.003721903,0.001312451,0.003688014,0.013363919,0.003685286,0,0.023204346,0.024765614,0.024545131,0.018672111,0.005685911,0.0053947,0.003808389,0.006001022,0,0,0.039993857,0.040207437
SM 40:2;2,0.189006402,0.195721043,0.026287521,0.025716918,0.096603174,0.119202577,0.090145382,0.084245343,0.069794059,0.068877026,0.169327246,0.172887725,0.042374861,0.046975078,0.079539181,0.078882273,0.077716553,0.085900523,0.153115145,0.169787632
SM 40:1;2,0.410934817,0.454145284,0.272603915,0.292251677,0.212777628,0.316500614,0.158512415,0.132355647,0.195130221,0.188711673,0.480642417,0.475867225,0.367221584,0.368003074,0.168149142,0.163188113,0.156500741,0.165134203,0.282737423,0.296514594
SM 40:0;2,0.006172115,0.02088721,0,0,0,0,0,0,0,0,0.010507921,0.015711706,0,0,0,0,0,0,0,0
SM 42:2;2,1.697376996,1.82816389,0.494429475,0.520621675,0.892604632,0.96059681,2.320200612,2.448582739,0.571833281,0.562167718,1.590151203,1.604765965,0.647854347,0.638884185,0.773970051,0.712020404,2.111238505,2.184399225,0.791238085,0.826048565
SM 42:1;2,0.776442002,0.848802001,0.880209929,0.933799014,0.505094485,0.779761882,0.656052118,0.592452228,0.404476088,0.403694052,0.846754708,0.851015693,1.167381988,1.151813856,0.364962463,0.355680415,0.561478781,0.613203807,0.472917875,0.501428213
SM 44:2;2,0.066110385,0.065995397,0.012958804,0.006945541,0.085030283,0.083295725,0.079201166,0.08108767,0.030857718,0.032070191,0.063560676,0.064844387,0.012895805,0.00914016,0.078698394,0.070237657,0.064941883,0.073309677,0.042648725,0.041595828
SM 44:1;2,0,0,0.01748898,0.015245372,0,0.008278072,0,0,0.003302603,0.007870329,0.006052133,0.009561681,0.030647527,0.02308299,0.018554363,0.019723246,0,0,0.011975447,0.012946549
TAG 52:4,0.034686679,0.02916019,0.080333894,0.086166728,0.036502985,0.039265594,0.021255453,0.021762622,0.076399566,0.077047307,0.073795102,0.070108129,0.143483665,0.125035606,0.054658796,0.052824123,0.045722582,0.045366072,0.222003411,0.231939128
TAG 52:1,0,0,0,0,0.114383197,0.073270501,0,0,0.121784894,0,0,0,0,0,0,0,0,0,0,0
TAG 56:5,0.036683825,0.03709934,0.203931537,0.217723838,0.025569053,0.018182984,0.015927715,0.019811147,0.156951619,0.155083057,0.093093025,0.088919273,0.308791884,0.264845714,0.06344044,0.060459608,0.039566846,0.036337057,0.371282323,0.385564504
TAG 56:4,0,0,0.239844395,0,0,0,0,0.022511077,0.094086221,0.098782828,0.051747113,0,0.326017389,0,0,0,0,0,0.182827585,0.187682984
TAG 60:8,0.013614949,0.017848684,0.037123919,0.037774898,0,0,0,0,0.066240316,0.069846917,0.042906064,0.040741013,0.053214295,0.04486032,0,0,0,0,0.131425428,0.137872821
TAG 54:5,0.049299419,0.037389585,0.101869136,0.107494205,0.024466579,0.012023957,0.015606164,0.023583006,0.11490761,0.117115411,0.109324668,0.101857077,0.188848551,0.168076306,0.084677311,0.082524669,0.052636353,0.052392186,0.336971194,0.351792936
TAG 56:7,0,0,0.140797816,0,0,0,0,0,0.09971011,0.098149937,0,0,0,0,0,0,0,0,0.279984812,0
TAG 50:1,0.083841893,0.079405912,0.87473314,0.946293727,0.143705581,0.136110038,0.038960895,0.041002788,0.105735596,0.109748567,0.099503087,0.101746741,0.751863431,0.708237987,0.205468417,0.202622305,0.091101251,0.094909409,0.180187299,0.184606933
TAG 56:3,0.036137979,0.032666178,0.246733136,0.268371204,0.049073183,0.022190374,0,0.02986233,0.068131917,0,0,0,0.321603914,0.287722612,0.039153236,0.038193925,0,0,0,0
TAG 58:7,0.034746081,0.038892595,0,0,0.013601128,0,0,0.017432021,0.138252095,0.138577526,0,0,0,0,0,0,0,0,0.298779428,0.310762996
TAG 54:4,0.073122778,0.054411848,0.274443988,0.292882286,0.038515134,0.036776481,0.034158443,0.039373176,0.165292828,0.1668571,0.135937701,0.132030444,0.42626302,0.370414573,0.07066266,0.071647244,0.064032856,0.064510967,0.435754871,0.448704953
TAG 56:2,0.023256805,0.021114149,0.152556309,0.166387195,0.111443018,0.038789269,0.017835978,0.022047205,0.047399924,0.047556275,0.02878749,0.027425306,0.192789328,0.179856896,0.037522512,0.036714489,0.019873949,0.020414558,0.056413847,0.061325819
TAG 52:2,0.206217271,0.196527432,1.561425242,1.681639999,0.150370772,0.134745629,0.101480579,0.114728733,0.231410569,0.230192707,0.37634655,0.373532534,2.18818249,1.999566678,0.309080511,0.300262171,0.263049169,0.277038535,0.513913991,0.531371977
TAG 56:6,0.044183807,0.047721632,0.155609674,0.166092009,0.03074355,0.026806607,0.020504008,0.025048251,0.165608849,0.16464371,0.126849302,0.119804086,0.257097211,0.230102857,0.08042436,0.079482297,0.048152694,0.054369055,0.418500321,0.441356315
TAG 54:3,0.193691502,0.163713172,1.503784405,1.607330169,0.062314134,0.052933418,0.086087068,0.098802584,0.220887594,0.221473742,0.334973481,0.331568305,2.037560488,1.818613132,0.117718288,0.113690691,0.156029761,0.166282086,0.484281236,0.49944214
TAG 58:6,0.022274658,0.026085108,0.089499193,0.096022058,0.010195057,0.012389306,0.012663799,0.014241634,0.140243713,0.135745807,0.060290778,0.056236959,0.131285186,0.11880976,0.036444879,0.033365208,0.019340327,0.020825071,0.272932107,0.284451151
TAG 48:0,0.027610542,0.019224372,0.183324859,0.202292065,0.072646771,0.111137248,0.020919116,0.013025277,0.0360536,0.036900136,0.026365057,0.030561965,0.124422406,0.118436759,0.047492942,0.047095362,0.020050412,0.022327786,0.02883067,0.028170194
TAG 54:2,0.078585433,0.08285093,0.884683881,0.955385591,0.114304615,0.065747336,0.028238987,0.033569483,0.155165857,0.160762626,0.127134077,0.121924721,1.177667348,1.083615015,0.108258039,0.105280597,0,0.046785227,0.289309367,0.291750084
TAG 52:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110599467
PE O-30:1,0,0,0,0.004524116,0.003539313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE O-30:0,0,0,0.003370712,0.002253116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE O-32:2,0.003303776,0.011343367,0.07448732,0.078005894,0.00473385,0.0940083,0.053230689,0.046048327,0.011318945,0.011014951,0.005810093,0.005812741,0.083260534,0.075931661,0.062630797,0.058655905,0.029587658,0.0326611,0.010267444,0.014033639
PE O-34:3,0.045279211,0.056476332,0.078192785,0.083322674,0.077956238,0.103340126,0.076657657,0.073641048,0.067846596,0.069646534,0.038560508,0.040338889,0.075517978,0.064343345,0.078286091,0.073706299,0.054422033,0.053805259,0.047116867,0.047644334
PE O-34:2,0.270822776,0.304447294,0.972930722,1.051948828,0.406647607,0.762734849,0.595267849,0.617003025,0.355547661,0.352623461,0.286166354,0.271733718,1.125388854,1.005725535,0.675394218,0.646294801,0.520878055,0.537109066,0.341662704,0.348463066
PE O-34:1,0.046527031,0.03624636,0.268511853,0.273996772,0.142129024,0.172127817,0.224419859,0.225073587,0.116446682,0.112301597,0.035701473,0.036112227,0.226943807,0.19798294,0.126416015,0.122141356,0.223043388,0.215068234,0.263006639,0.271413516
PE O-36:6,0.453639809,0,0.21771074,0.243620052,1.171153485,1.630637342,0.878133577,0.664877982,0.553392236,0.518358981,0,0.848580296,0.896219092,0.966486676,0.987136676,1.340494021,1.649741371,1.469258349,0,0.333227596
PE O-36:5,0.497298078,0.488189998,1.226524099,1.347062223,1.809711736,1.811242649,0.816272938,0.819666782,1.142165852,1.122068886,0.430069367,0.414691492,1.034604762,1.006052426,1.695915118,1.603799426,0.58119111,0.605095042,0.607108689,0.621516718
PE O-36:4,0.106506724,0.106363774,0.163354126,0.18214509,0.138340398,0.164382778,0.10248812,0.090545363,0.071169117,0.06636191,0.088606471,0.086387391,0.184816151,0.171043293,0.106837433,0.098024973,0.10706238,0.106104071,0.069355677,0.070483461
PE O-36:3,0.382280343,0.404242263,0.63623032,0.671421267,0.582912645,0.577277399,0.721207897,0.742684418,0.433604585,0.427563462,0.328898776,0.320931757,0.672382313,0.596327325,0.532282551,0.49042885,0.586773252,0.615454106,0.294369271,0.300112962
